Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Congresswoman Debbie Lesko,The Office of Congresswoman Debbie Lesko,1525,3
OK United,Catalyst Oklahoma,1521,1
LendingTree,These ads ran without a disclaimer,1517,5
Protect 30,Hawthorne Gardening Co.,1510,5
American History TV,C-SPAN,1505,5
Congressman Buddy Carter,by the Office of Congressman Buddy Carter,1504,4
Big News Buzz,Big News Buzz,1500,140
Sherrod Brown,Friends of Sherrod Brown,1499,8
Jeff Jackson,Jeff Jackson for NC Senate,1494,8
Airlines for America,Airlines for America,1492,30
Smart Cities Prevail,Smart Cities Prevail.,1489,16
World Jewish Congress,World Jewish Congress,1486,9
Open Doors USA,Open Doors USA,1473,49
Arizona Game & Fish Department,Arizona Game and Fish Department,1473,15
Daily Kos,Kos Media LLC.,1473,47
GreaterGood.org,GreaterGood,1471,10
Carly Stein,Beekeeper's Naturals,1467,1
Fahrenheit 11/9,These ads ran without a disclaimer,1463,12
OneUnited Bank,OneUnited Bank,1456,28
Drug Policy Alliance,Drug Policy Alliance,1452,7
New Wentzvillian For St Charles Countians,Paid 4 By the New Wentzvillian,1446,7
Texas General Land Office,Texas General Land Office,1446,12
National Association of Manufacturers,These ads ran without a disclaimer,1440,1
World Vision USA,World Vision USA,1433,1
Human Rights Watch,Human Rights Watch,1431,111
Columbia Bank,Columbia Bank,1431,5
Aspiration,Aspiration,1420,27
Helping Up Mission,One & All Agency,1420,11
ScriptSave WellRx,ScriptSave WellRx,1418,9
Collaborative for Student Success,Collaborative for Student Success,1415,3
My Child. My Choice.,My Child. My Choice.,1413,22
Congresswoman Norma Torres,Office of Congresswoman Norma Torres,1405,19
Silkies,"Marin Crops, LLC",1402,8
Goods Unite Us,"Goods Unite Us, Inc.",1400,3
Hillsdale College Online Courses,Hillsdale College,1399,22
Michigan Humane Society,Michigan Humane Society,1396,1
Michigan Talent Investment Agency,Michigan Talent Investment Agency,1396,1
SunShare,SunShare Community Solar,1390,3
Energy Transfer,Energy Transfer,1389,4
Citymeals on Wheels,Citymeals on Wheels,1387,6
NYC Pride,NYC Pride,1386,7
Shawnee Mission Health,Shawnee Mission Health,1376,6
U.S. Chamber of Commerce,U.S. Chamber of Commerce,1368,28
Ohio Clean Energy Jobs Alliance,First Energy Solutions,1368,3
Physicians Grassroots Network,American Medical Association,1367,15
Oregon Forests Forever,Paid for by Oregon Forests Forever,1366,1
NAACP Legal Defense Fund,NAACP Legal Defense Fund,1365,10
Pioneer Seeds,Pioneer Seeds,1365,1
San Antonio Professional Fire Fighters Association,San Antonio First PAC,1359,1
E. O. Wilson Biodiversity Foundation,E.O. Wilson Biodiversity Foundation,1358,30
Yellow Feather Fund,Sesame Workshop,1358,30
Grow Louisiana Coalition,Grow Louisiana Coalition,1355,29
AARP New Jersey,AARP New Jersey,1351,2
Alliance for Neighborhood Prosperity New Orleans,Alliance for Neighborhood Prosperity,1350,58
CNSNews.com,Media Research Center,1336,8
Wind Solar Alliance,The Wind Energy Foundation,1334,4
Forward Brown County,Forward Brown County Inc.,1328,2
North Shore Animal League America,North Shore Animal League America,1327,5
Humane Society Legislative Fund,Humane Society Legislative Fund,1324,2
Sportsman's Art,the family of owners/operators of Sportsman's Art!,1322,1
National Immigration Law Center,National Immigration Law Center,1317,6
Bloomberg Philanthropies,Bloomberg Philanthropies,1315,5
MasterClass,These ads ran without a disclaimer,1312,9
Michigan Wildlife Council,Michigan Wildlife Council,1305,40
Business Roundtable,Business Roundtable,1304,6
PNC,PNC Financial Services,1301,13
New York Working Families Party,Working Families Party,1293,44
The Boeing Company,Boeing,1291,2
BookTV,C-SPAN,1290,9
Sam Graves,the Office of Congressman Sam Graves,1290,1
Catholic Relief Services,Catholic Relief Services,1290,9
EnergySure,the EnergySure Coalition,1285,8
Sam Harris,Sam Harris,1280,1
Mel Trotter Ministries,Mel Trotter Ministries,1279,6
"Zito Media - High Speed Internet, Digital Cable TV, & Digital Voice","Zito Media. We are a Cable, Phone and Internet Provider. Pricing, equipment availability, services available, and internet speeds vary based on location.",1276,55
MRCTV,Media Research Center,1276,5
NewsBusters.org,Media Research Center,1270,5
Panthera,Panthera,1269,134
SEIU,SEIU,1268,1
USC Suzanne Dworak-Peck School of Social Work,USC School of Social Work,1261,2
BEAST goodr,goodr,1253,1
Illinois Farm Bureau,Illinois Farm Bureau,1250,6
PathWater,PATHWATER - The First Purified Water in a BPA Free Reusable Aluminum Bottle,1248,18
The Community FoodBank of New Jersey,Community FoodBank of New Jersey,1246,31
Innocence Project,The Innocence Project,1245,25
Free the Slaves,Free the Slaves,1243,13
Cheddar Live,Cheddar,1240,5
"Contemporary Arts Center, New Orleans",William Monaghan,1234,1
American Bridge,American Bridge 21st Century PAC.,1231,7
EarthX,EarthX,1231,9
Sudan Relief Fund,Sudan Relief Fund Inc.,1230,62
Minnesotans for a Smoke-Free Generation,ClearWay Minnesota,1218,27
iAmerica Action,SEIU on behalf of iAmerica Action,1216,7
Our Health Oregon,Our Health Oregon,1190,6
Bank Investment Consultant,SourceMedia,1188,51
Urban Resource Institute,Urban Resource Institute,1188,9
Road to Repair,ELEC825,1185,3
Texas Oil and Gas Association,Texas Oil and Gas Association,1182,5
Tennesseans for Quality Early Education,Tennesseans For Quality Early Education PAC,1172,10
National Association of Tax Professionals (NATP),National Association of Tax Professionals,1164,12
Northeast Animal Shelter,Northeast Animal Shelter,1162,5
Independent Women's Voice,Independent Women's Voice,1161,11
92nd Street Y,92nd Street Y,1160,38
Solidarity HealthShare,Solidarity HealthShare,1151,3
In Search of Liberty,In Search of Liberty,1150,11
Dallas Safari Club,DSC Foundation,1147,6
The Western Journal,The Western Journal,1145,152
Teton Waters Ranch,Teton Waters Ranch Commitment to 100% Grass-Fed Beef,1140,7
Save Our Air Medical Resources,Save Our Air Medical Resources,1139,7
Topic,Topic,1138,63
Texans for Traffic Relief,Texans for Traffic Relief,1136,28
Modernize Texas Spirits,The Distilled Spirits Council,1134,19
Roaming Bison Wind,Roaming Bison Wind,1134,58
John Cornyn,"Texans for Senator John Cornyn, Inc.",1129,4
Affordable Medicare,Affordable Medicare,1128,8
Happy Earth Apparel,Happy Earth,1127,3
ASPCA,the ASPCA,1126,22
Greater Chicago Food Depository,These ads ran without a disclaimer,1120,3
Americans for Prosperity - Kentucky,Americans for Prosperity,1114,18
Conservation Colorado,Conservation Colorado,1103,15
Help Puppies,These ads ran without a disclaimer,1096,10
Ed Markey,The Markey Committee,1091,11
Focus Texas,Focus Texas,1088,75
Propy,These ads ran without a disclaimer,1083,3
AT&T,These ads ran without a disclaimer,1079,1
Marco Rubio,MARCO RUBIO FOR SENATE,1079,1
John F. Kennedy Presidential Library and Museum,the John F. Kennedy Library Foundation,1077,126
ATTN:,These ads ran without a disclaimer,1076,2
Southern Poverty Law Center,Southern Poverty Law Center,1069,29
Zero Mass Water,Zero Mass Water,1066,4
Nano Hearing Aids,Nano Hearing Aids,1062,4
American Honey Bee Protection Agency,Epic Honey Co.,1062,30
PennEast Pipeline,"PennEast Pipeline Company, LLC",1060,30
Kentucky Power,American Electric Power,1057,1
Bayou Bridge Pipeline Facts,Energy Transfer Partners,1055,2
Congress of Tomorrow,Democracy Fund Voice.,1054,14
Concerned Veterans for America Foundation,Concerned Veterans for America Foundation,1052,30
Vice Movie,These ads ran without a disclaimer,1052,30
American Action News,American Action News,1050,2
Representative Kevin Hern,the funds authorized by the House of Representatives for the 1st District of Oklahoma,1048,6
Clean and Healthy New Mexico,Clean and Healthy New Mexico,1044,8
AFSCME,"American Federation of State, County and Municipal Employees",1035,9
Robert Reich,Inequality Media,1025,2
"Central Union Mission, DC",Central Union Mission,1019,13
Cold Dead Hands,Cold Dead hands of America,1018,46
Texas Civil Rights Project,Texas Civil Rights Project,1017,23
United Way of King County,United Way of King County,1016,26
Ounce of Prevention Fund,Ounce of Prevention Fund,1015,10
Rep. Ro Khanna,The Office of Representative Ro Khanna,1015,2
The Palestine Institute for Public Diplomacy,The Palestine Institute for Public Diplomacy,1015,13
Safe Streets & Second Chances,Safe Streets & Second Chances,1014,9
Fair Energy Now,Southern Environmental Law Center,1009,6
UnitedVoice.com,"Beachside Media, Inc.",1005,53
Indianapolis Prize,The Indianapolis Prize,1004,113
Nori,Nori LLC,1003,1
Michigan Health & Hospital Association,the Michigan Health & Hospital Association,1002,7
Matthew Hussey,These ads ran without a disclaimer,1001,8
Wholesome Culture,These ads ran without a disclaimer,992,25
Commonwealth Foundation,The Commonwealth Foundation,992,2
The Epoch Times Los Angeles,The Epoch Times Los Angeles,991,42
March of Dimes,March of Dimes,991,14
New Chapter,New Chapter,991,4
Circa,Circa,990,10
Ditch Mitch,Ditch Fund and not authorized by any candidate or candidate's committee,989,11
Live Action,Live Action,984,14
AARP Ohio,AARP Ohio,984,2
Louisiana Chemical Association,the Louisiana Chemical Association,982,20
Missouri Health Matters,Missouri Health Matters,978,2
Shop T-Mobile,These ads ran without a disclaimer,974,10
Bill Gates,Bill Gates,970,17
Liberty Travel,These ads ran without a disclaimer,967,1
Benjamin R. Brown,These ads ran without a disclaimer,966,139
Commonwise,Commonwise,962,72
InvestedTx,InvestEdTx.,961,22
Love Justice International,Love Justice International NGO,961,6
Shanti Bhavan Children's Project,Shanti Bhavan Children's Project,961,6
PrintedKicks,PrintedKicks,955,123
Veterans of Foreign Wars VFW,the Veterans of Foreign Wars (VFW),954,21
VOTEPROCHOICE,#VOTEPROCHOICE,952,19
The Christian Broadcasting Network,"The Christian Broadcasting Network, Inc.",950,32
Save the Children US,These ads ran without a disclaimer,948,2
"Raising Grades, Lifting Futures","Raising Grades, Lifting Futures",935,10
Capital City Rescue Mission,Capital City Rescue Mission,934,4
Neverthirst,Neverthirst,934,9
EveryLibrary,EveryLibrary | FEIN 46-1534149,932,46
POET,POET LLC.,932,40
The Sam Bernstein Law Firm,The Sam Bernstein Law Firm,931,3
ACLU of Northern California,ACLU of Northern California,930,53
Alpha Elite,Alpha Elite,929,408
Welcome.,The Welcome. Campaign,924,3
Atlantic Coast Pipeline,the Atlantic Coast Pipeline,924,5
The Brookings Institution,The Brookings Institution,922,5
Montana Outdoor Heritage Project,Montana Outdoor Heritage Project,921,1
Transport Workers Union (TWU),Transport Workers Union,917,70
Hoover Institution,Hoover Institution,917,24
Connect Americans Now,Microsoft and approved by Connect Americans Now.,917,7
Howard Jarvis Taxpayers Association,Howard Jarvis Taxpayers Association,917,5
Charters for Change,Elevate Chicago,915,7
Community For Traditional Values,Community For Traditional Values,913,7
Juno,Juno,913,24
MedicareSupplement.com,TZ Insurance Solutions,912,93
Premium Care For Seniors,Healthy Living Initiative,910,23
Steven Fulop,The Election Fund for Steven Fulop 2021,909,6
Americans for Prosperity Illinois,Americans for Prosperity,903,6
Fight For Reform,End Citizens United Nonfederal,900,6
Concealed Carry,Concealed Carry Inc,897,10
New Mexico Oil & Gas,New Mexico Oil & Gas Association,896,28
Feed the Children,Feed the Children,895,15
Rep. Darin LaHood,official funds authorized by the U.S. House of Representatives.,894,22
Don Blankenship,Don Blankenship,893,14
Live Nation Concerts,Live Nation Concerts,893,11
Every Baby Counts NV,Every Baby Counts NV,892,5
60 Plus,60 Plus,889,16
Shared Hope International,Shared Hope International,889,14
"American Media Council, Inc.",American Media Council,887,2
NYSUT - A Union of Professionals,New York State United Teachers,886,10
American Funds,These ads ran without a disclaimer,883,1
Save MI City,SaveMICity,882,15
RALI New Hampshire,Rx Abuse Leadership Initiative,880,1
Environmental Advocates of New York,Environmental Advocates of New York,880,1
GZERO Media,GZERO Media,880,14
Cornell Lab of Ornithology,The Cornell Lab of Ornithology,879,77
Washington State Health Care Authority,Washington State Health Care Authority,875,32
Congressman Thomas Massie,Congressman Thomas Massie,872,4
Providence: A Journal of Christianity & American Foreign Policy,Providence: A Journal of Christianity & American Foreign Policy,872,3
EAA Farmers,EAA Farmers,867,1
Consumers Energy,Consumers Energy,864,84
LaunchGood,LaunchGood,864,25
Delegate Jennifer B. Boysko,"Friends of Jennifer Boysko,",864,4
All Pro Dad,Indiana Department of Child Services,861,6
Save Our Sonoma Neighborhoods,Save Our Sonoma Neighborhoods,861,3
Public Citizens for Children and Youth (PCCY),Public Citizens for Children and Youth,858,13
STAND UP Nashville,Stand Up Nashville,857,5
Spectrum News North Carolina,Spectrum News,853,2
Business Forward,Business Forward,851,40
SMU,SMU,850,6
RAYGUNshirts,RAYGUN,850,1
Hearing Aid News,Hearing Aid News,849,11
On Your 6 Designs,On Your 6 Designs,846,3
Home Improvement Deals,Home Improvement Deal,840,5
Breaking Patriot News,Breaking Patriot News,840,5
Taxpayers for Common Sense,Taxpayers for Common Sense,835,9
New Jersey League of Conservation Voters,New Jersey League of Conservation Voters,831,14
Concerned Veterans for America,Concerned Veterans for America,829,18
Union Gospel Mission Twin Cities,Union Gospel Mission Twin Cities,827,17
Coalition for Future Mobility,Coalition for Future Mobility,826,12
Dan Bongino,Dan Bongino,825,3
Oregon Family Council,Oregon Family Council,825,5
Fund The Wall,American Border Foundation,824,11
Aspire Fashion,Aspire Gear,823,82
Planned Parenthood of the Great Northwest and the Hawaiian Islands,Planned Parenthood of the Great Northwest and the Hawaiian Islands,822,5
Rise Against Hunger,Rise Against Hunger,820,18
Delmarva Power (Delmarva Connect),"Pepco Holdings, Inc.",819,10
Darkness to Light,Darkness to Light.,819,33
Tom Udall,Udall for Us All,817,9
Blumenthal Performing Arts,Blumenthal Performing Arts,817,5
Citizens for a Secure and Safe America,Citizens for a Secure & Safe America Educational Committee,806,10
American Forests,American Forests,805,2
Coalition of Immokalee Workers,Coalition of Immokalee Workers,801,2
ACLJ,American Center for Law and Justice,800,3
Maxine's Ice Cream,1% For The Planet,798,7
Wisconsin Right to Life,Wisconsin Right to Life,798,4
All Pro Dad,Florida Coalition Against Domestic Violence,796,8
"Catholic Charities Diocese of Fort Worth, Inc.",Catholic Charities Fort Worth,789,10
Stand Together,Stand Together,786,10
Affordable Energy for Kansas,Affordable Energy for Kansas,784,4
Ron Kim for New York,People for Ron Kim,782,1
Patriot Powered Products,Patriot Powered Products and Publications,781,47
Pearson PreK-12,Pearson PreK-12,781,5
Texas Association of School Boards,Texas Association of School Boards,779,16
Tom Steyer,Tom Steyer,778,2
Feed the Children,These ads ran without a disclaimer,775,23
The Years Project,The Years Project,771,75
Creative Action Network,Creative Action Network,770,2
Texas Democratic Party,the Texas Democratic Party,770,5
2Tree Bracelets,2Tree Bracelets,770,10
National Wildlife Federation Action Fund,National Wildlife Federation Action Fund,769,2
Save the Redwoods League,Save the Redwoods League,769,199
Giving Brush,Giving Brush LLC,767,6
RAD Media Co.,City of Sacramento Recycling and Solid Waste,766,4
Providence St. Joseph Health,Providence St Joseph Health,765,9
Reimagine STL,Reimagine STL,759,36
Jack Burkman Radio,Jack Burkman,757,4
Conservative Tribune,Conservative Tribune,755,40
Oregon Education Association,Oregon Education Association,746,3
The Arc of the United States,The Arc,744,17
Zero Fatalities Nevada,The Department of Public Safety,742,2
GMO Answers,GMO Answers,742,3
Relay Power,Relay Power,740,4
Ecosia,These ads ran without a disclaimer,739,4
