Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Missouri HRCC,"House Republican Campaign Committee, Inc., Eddy Justice, Treasurer.",15107,29
Colin Allred,Colin Allred for Congress,15086,9
The Leadership Conference on Civil and Human Rights,The Leadership Conference on Civil and Human Rights,15076,28
New American Jobs Fund,New American Jobs Fund and not authorized by any candidate or candidate’s committee.,15049,9
SEIU Florida,SEIU Florida State Council,15034,22
New Virginia Majority,New Virginia Majority Fund,15024,10
CreditRepair.com,CreditRepair,15016,97
Stand for Alaska,"Stand for Alaska Vote No on 1, Anchorage, AK 99503. Marleanna Hall, chair, Aaron Schutt, Jaeleen Kookesh, Joey Merrick, and Sarah Lefebvre, co-chairs, approved this message. Top contributors are ConocoPhillips Alaska, Anchorage, Alaska, Donlin Gold LLC, Anchorage, Alaska and BP Alaska, Anchorage, Alaska.",15000,13
Dan Patrick,Texans for Dan Patrick,15000,29
Cresent Hardy,the Nevada Republican Party,15000,2
Ken Paxton,Ken Paxton Campaign,15000,8
CASA in Action,CASA in Action,15000,15
First Quote Medicare,FirstQuoteMedicare,15000,20
Yes On 793,"Yes On 793, Inc. 4 NE 10th St #434 OKC, OK 73104 (405)510-7946",15000,99
WV Future PAC,WV Future PAC,15000,29
Transport Workers Union (TWU),Transport Workers Union,15000,245
LAFed Action,Working Families Supporting Mike Eng for Senate 2018,15000,44
Trumpatwar,"T@W Films I, LLC",15000,5
Indiana Republican Party,THE INDIANA REPUBLICAN STATE COMMITTEE,15000,20
Voters In Charge,Voters in Charge,15000,30
Citizens for Justice Chutich,"Citizens for Justice Chutich, 2038 Ford Pkwy PO Box 256, St. Paul MN 55116",15000,10
Democratic Association of Secretaries of State,"the Democratic Association of Secretaries of State, 777 S Figueroa Street Suite 4050 Los Angeles, CA 90017, Not authorized by any candidate or candidate’s committee. Nellie Gorbea, Treasurer, is a registered agent of Democratic Association of Secretaries of State.",14995,90
VOTEPROCHOICE,#VOTEPROCHOICE. Not authorized by any candidate or candidate's committee.,14984,108
Americans United for Values,Americans United for Values,14852,2
Everytown for Gun Safety,Everytown for Gun Safety Action Fund; not authorized by any candidate or candidate’s committee.,14837,11
Yes On Prop 3 - California Water Bond,Californians for Safe Drinking Water and a Clean and Reliable Water Supply in support of Proposition 3.,14822,25
Ken Harbaugh for OH-7,Ken Harbaugh for Congress,14817,22
Color Of Change,Color Of Change,14803,39
Texas Victory 2018,Republican Party of Texas and not authorized by any candidate or candidates committee.,14785,3
Gavin Newsom,Newsom for California Governor 2018,14766,321
American Heart Association - Puget Sound,Healthy Kids Coalition,14730,14
Ron DeSantis,"Ron DeSantis, Republican, for Governor.",14718,17
Maria Cantwell,Friends of Maria,14717,16
We Stand United Campaign,"We Stand United Campaign, Inc",14697,6
No on Prop C,"No Plan, No Accountability, No on Prop C",14685,113
Hoosier Horizon,Hoosier Horizon,14682,8
Bus Project,Bus Project,14669,52
Ohio Education Association,Ohio Education Association,14642,21
Homeowners Tips,These ads ran without a disclaimer,14627,13
Kansas Democratic Party,Kansas Democratic Party,14574,149
Republican Governors Association (RGA),"American Comeback Committee Kansas PAC. Casey Stafford, Treasurer",14479,4
Ohio Law and Liberty,Ohio Law and Liberty Foundation,14472,15
Mike Bishop,Mike Bishop for Congress,14455,6
Be Woke.Vote,Be Woke LLC,14412,20
PDX Clean Energy Initiative,Portland Clean Energy Initiative,14411,17
NC Senate Majority,NC Senate Majority Fund,14383,40
Katie Porter,Katie Porter for Congress,14375,524
The Nature Conservancy in WA,The Nature Conservancy,14358,68
Family Research Council,Family Research Council,14346,13
YouGov,YouGov,14315,59
45th President Donald J. Trump,OuterGoods LLC,14306,275
NC Conservation Network,the North Carolina Conservation Network,14298,10
Climate Hawks Vote,Climate Hawks Vote Political Action. Not authorized by any candidate or candidate's committee.,14294,28
Thad Michael is Senior Benefits,Thad Michael is Senior Benefits,14291,311
Missouri Republican Party,"The Missouri Republican Party, Patricia Thomas, Treasurer. Not authorized by any candidate or candidate committee.",14283,4
Steve Poizner,"Steve Poizner for Insurance Commissioner 2018, ID#1402422",14275,5
Tony Evers,Tony for Wisconsin.,14156,46
Matt Rosendale,Matt Rosendale for Montana,14133,10
SoccerCity SD,"GOAL SD: San Diegans for the River Park, School Funding, Soccer, and a Tax-Free Stadium",14123,65
Granite State Progress Education Fund,Granite State Progress Education Fund,14096,20
Suggested Politics,We Stand for Better Committee,14090,12
Yes on Amendment 73,Yes on 73,14059,18
Veterans United Home Loans,These ads ran without a disclaimer,14042,8
OurStates,OurStates,13954,149
Jeff Johnson,Johnson For Governor,13952,27
Goods Unite Us,"Goods Unite Us, Inc.",13860,13
Republican Party of the United States Virgin Islands,Republican Party of the United States Virgin Islands,13857,28
Wendy Rogers,Wendy Rogers for Congress,13843,35
No Kid Hungry,No Kid Hungry,13768,227
You Should Know Texas,Forward Majority Action 527 Texas PAC.,13765,182
Mike DeWine,DeWine Husted for Ohio,13760,19
ClearPath Action Fund,"ClearPath Action, Inc. Not authorized by any candidate or candidate's committee.",13726,281
Right Now MN,Right Now MN,13659,19
Kentucky Tomorrow,Kentucky Tomorrow. Not Authorized by any candidate or candidate’s committee.,13625,33
Tammy Baldwin,Tammy Baldwin for Senate,13594,3
Granite PAC,Granite PAC.,13593,2
"Yes on Measure V, Vote Affordable San Jose","Yes on Measure V, Vote Affordable San Jose",13580,18
Unite Oklahoma,Unite Oklahoma PAC,13575,16
Kathleen Williams for Montana,WILLIAMS FOR MONTANA,13536,40
Chris Murphy,Friends of Chris Murphy,13478,151
Mike Dunleavy for Governor,Alaskans for Dunleavy,13463,39
MedicareSupplement.com,TZ Insurance Solutions,13429,360
Brian Frosh,"Citizens for Brian Frosh, Jerry Gross, Treasurer.",13416,46
Stand For Salmon,Stand for Salmon,13410,22
RepresentUs,RepresentUs,13360,34
Campus Election Engagement Project,Campus Election Engagement Project,13329,39
Progressive Turnout Project,Progressive Turnout Project not authorized by any candidate or candidate's committee,13314,3
Texas HDCC,"the House Democratic Campaign Committee. P.O. Box 1925, Austin, TX 78767.",13302,34
Tim Kearney For PA,Friends of Tim Kearney,13296,6
Planned Parenthood Advocates of Michigan,"PAID FOR WITH REGULATED FUNDS BY MICHIGAN PLANNED PARENTHOOD VOTES SUPER PAC, P.O. BOX 15041, LANSING, MI 48901. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE.",13111,1315
Deidre DeJear,DeJear for Iowa,13027,10
North Carolina Chamber,North Carolina Chamber,13017,54
Sean Shaw,"Sean Shaw, Democrat, for Attorney General",13014,10
Jeremy Ring,"Jeremy Ring, Democrat, for Chief Financial Officer",13007,5
Healthy and Productive Michigan,with regulated funds by Healthy and Productive Michigan,12958,9
Breaking News Texas,EDF Action,12953,4
Planned Parenthood Maine Action Fund,Planned Parenthood Maine Action Fund,12944,20
"Protect Ohio, No on Issue 1","Vote No, Protect Ohio Committee",12940,4
Harris County Republican Party,Harris County Republican Party,12858,1
Clean Energy for a Healthy Arizona,Clean Energy for a Healthy Arizona,12854,21
Educators for Thurmond for State Superintendent of Public Instruction,"Educators Supporting Tony Thurmond for Superintendent of Public Instruction 2018, Sponsored by Teachers and School Employee Organizations. Committee major funding from: California Teachers Association, National Education Association, and California Federation of Teachers. Not authorized by a candidate or a committee controlled by a candidate.",12853,137
Ohio Student Association,OurStates,12841,29
Great America Alliance,GREAT AMERICA ALLIANCE,12834,11
Road to Repair,ELEC825,12828,8
Susan Hutchison,Friends of Susan Hutchison.,12798,21
SDSU WEST,"Public Land, Public Benefit, No on E, Yes on G, a coalition of San Diego taxpayers, community planners, local business, and education, park and environmental advocates. Committee major funding from H.G. Fenton Company and Sudberry Properties.",12784,36
House Majority PAC,House Majority PAC. Not authorized by any candidate or candidate's committee.,12781,22
Texas Organizing Project PAC,Texas Organizing Project PAC,12770,5
Second Chances Florida,Floridians for a Fair Democracy,12624,36
IUOE Local 150,IUOE Local 150,12615,8
John Cox for Governor 2018,John Cox for Governor 2018,12615,11
Florida Strong,"Florida Strong, 115 East Park Avenue Unit 1 Tallahassee FL 32301. Paid Electioneering Communication.",12595,10
Young Kim,Young Kim for Congress,12531,15
RALI Illinois,Rx Abuse Leadership Initiative,12510,5
Planned Parenthood Minnesota Advocate,"Planned Parenthood of Minnesota Political Action Fund, 671 Vandalia St. Saint Paul, MN 55114. It is not coordinated with or approved by any candidate nor is any candidate responsible for it.",12504,27
Ohioans for Fair Maps,National Democratic Redistricting Committee. Not authorized by any candidate or candidate’s committee.,12442,19
Premium Care For Seniors,Healthy Living Initiative,12424,40
Max Rose,Max Rose for Congress,12335,16
AARP Black Community,"AARP, Inc.",12317,12
Carolyn Bourdeaux for Congress,Carolyn for Congress,12313,21
Democrats for Education Reform - CT,Change Course CT IEC PAC. This message was made independent of any candidate or political party.,12303,7
Rick Green,Rick Green for Congress,12300,280
Double Talk Ducey,ProgressNow Arizona. Not authorized by any candidate.,12265,10
NARAL Pro-Choice America,NARAL Pro-Choice America,12261,33
Kurt for State Comptroller,Kurt for CT,12184,6
Maine Conservation Voters Action Fund,"Maine Conservation Voters Action Fund, 295 Water Street, Suite 9, Augusta, ME  NOT PAID FOR OR AUTHORIZED BY ANY CANDIDATE",12175,7
Vote YES on Measure 103 to Keep Our Groceries Tax Free,"Yes Keep Our Groceries Tax Free, Inc.",12161,53
Reason To Believe,Reason To Believe PAC,12146,648
Michael Bennet,Bennet for Colorado,12146,42
Kathleen Clyde,the Kathleen Clyde Committee,12024,16
Faith In Minnesota,Faith in Minnesota Fund,11924,15
Indivisible Guide,Indivisible Action,11907,23
Protect Arizona Taxpayers,Citizens for Fair Tax Policy and not authorized by any candidate or candidate's committee.,11880,32
FCTRY,FCTRY,11846,76
Thrasher Coffee,Thrasher Coffee,11837,48
USA for UNHCR,USA for UNHCR,11832,129
PowerUp NC,"NCLCV Foundation, a non-partisan organization.",11796,12
Jared Polis,the Colorado Democratic Party. Not authorized by any federal candidate or candidate’s committee,11784,11
Connecticut Votes,"Connecticut Values. This message was made independent of any candidate or political party. Top donors are the Democratic Legislative Campaign Committee, NEA Advocacy Fund, American Federation of Teachers, AFL-CIO. Additional information about Connecticut Values may be found on the State Elections Enforcement Commission’s Internet web site.",11758,63
FIRM Action,Community Change Voters,11745,36
The Nib,The Nib,11731,75
Thomas P. DiNapoli,DiNapoli 2018,11707,12
Illinois Daily,JB for Governor,11690,5
Independent Voter,IVN News,11674,38
Right Now USA Superpac,Right Now USA,11658,27
Dominion Energy South,Dominion Energy,11652,28
Martha McSally,McSally for Senate,11624,23
Dean Phillips for Congress,Dean Phillips for Congress,11614,129
American Values PAC,American Values PAC. Not authorized by any candidate or candidate’s committee. 202-524-0339.,11590,36
Protect Colorado,"Protecting Colorado's Environment, Economy, and Energy Independence",11582,9
Mark Manoil for Arizona,Mark Manoil for Arizona,11574,2
The Michigan League of Responsible Voters,"Michigan League of Responsible Voters with regulated funds. 215 S. Washington Sq., Suite 135, Lansing, MI 48933. Not Authorized by any candidate.",11500,335
Billie Sutton,Sutton for South Dakota,11483,12
Let's Go Colorado,COLORADANS FOR COLORADANS,11473,126
Liuba Grechen Shirley-Congress,Liuba for Congress,11453,295
Nebraska Republican Party,the Nebraska Republican Party.,11386,10
Greg Gianforte,Greg for Montana.,11386,13
Compare Medicare Quotes,"Benepath, Inc.",11375,8
HOTLIST.VOTE,The Hot List LLC,11370,18
United We Dream Action,United We Dream Action,11355,23
Jerry Trooien for US Senate,Trooien For US Senate,11354,2
Harley Rouda,Harley Rouda for Congress,11338,211
Kristi Noem,Kristi for Governor,11307,2
Save Idaho Horse Racing,"the Committee to Save Idaho Horse Racing, Create Jobs, and Fund Public Schools",11287,19
Mark Begich,Alaskans for Begich 2018,11277,8
Alliance for a Better Rhode Island,Alliance for a Better Rhode Island,11258,6
Thad Gray,"Thad For CT Treasurer, J. Kenneth Nowell Treasurer. Approved by Thad Gray",11254,3
Phil Bredesen,Bredesen for Senate. Approved by Phil Bredesen.,11244,466
Southern Poverty Law Center,Southern Poverty Law Center independently of any committee,11239,7
Vote No On Amendment 1 WV,No On Amendment 1,11201,36
Eric Frame for State Senate,Eric Frame for Senate 1396954,11191,29
Michigan Voter Guide Project,Michigan Voter Guide Project,11177,4
Care in Action Votes,Care in Action Votes,11139,8
Tom Palzewicz for Congress,Palzewicz For Wisconsin,11108,82
Concealed Club,Concealed Club,11092,139
A Better Tomorrow for Tennessee,A Better Tomorrow for Tennessee,11039,6
Every State For Israel,Chosen People,11032,10
Avocado Green Mattress,Avocado Green Mattress,11022,7
Kansas Values Institute,Kansas Values Institute,11019,21
Yes on 1 - Mainers for Home Care,"Mainers for Homecare; 565 Congress Street, Suite 200; Portland, ME 04101",10978,335
Protect My Vote,"Protect My Vote  2145 Commons Parkway  Okemos, MI 48864 with Regulated Funds",10931,18
Patty Buehler,Knute for Governor,10915,33
Citizens for Dale Kooyenga,Citizens for Kooyenga,10901,10
Real Justice,Real Justice PAC and not authorized by any candidate or candidate's committee.,10834,28
Patriot Majority NM,Patriot Majority NM,10819,145
Michigan League of Conservation Voters,"Conservation Voters of Michigan PAC, 3029 Miller Rd, Ann Arbor, MI 48103 with regulated funds. Not authorized by any candidate.",10790,32
Michigan Families Matter,"the Michigan Democratic State Central Committee | 606 Townsend St. Lansing, MI 48933",10777,104
National Association of Manufacturers,National Association of Manufacturers,10754,31
