Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Dan Forest,Committee to Elect Dan Forest,1219,26
WCPO - 9 On Your Side,WCPO - 9 On Your Side,1200,3
Here TV,Here TV,1198,9
Illinois Farm Bureau,Illinois Farm Bureau,1197,11
Simple Health,Simple Health,1195,18
Hotze Health,Hotze Health & Wellness Center,1185,7
Girls Inc.,Girls Inc.,1171,2
Hollywood Village,the Church of Scientology,1151,2
Travis Allen,TAKE BACK CALIFORNIA PAC,1151,3
Walmart,These ads ran without a disclaimer,1150,6
Mississippi Victory Fund,Mississippi Victory Fund. Not Authorized by Any Candidate or Candidate's Committee,1149,2
Association of American Educators,Association of American Educators,1147,1
Food for the Hungry,Food for the Hungry,1144,12
Bloomberg Philanthropies,Bloomberg Philanthropies,1144,3
Know Your Vote Louisiana,Voters Organized To Educate,1142,2
Teach For America,Teach For America,1139,5
AARP Foundation,AARP Foundation,1133,8
NAACP Legal Defense Fund,NAACP Legal Defense Fund,1129,11
Ohioans for Step Therapy Reform,Ohioans for Step Therapy Reform,1127,15
In Search of Liberty,In Search of Liberty,1126,4
Cover Virginia,Commonwealth of Virginia,1123,9
RepublicEn,RepublicEn,1120,1
ADL - Anti-Defamation League,Anti-Defamation League,1119,39
Medals Of America,Medals of America,1116,22
America the Brave,These ads ran without a disclaimer,1112,47
Amy Klobuchar,Klobuchar for Minnesota,1112,2
Physicians Grassroots Network,American Medical Association,1110,17
Minnesotans for a Smoke-Free Generation,ClearWay Minnesota,1102,28
Arizona Game & Fish Department,Arizona Game and Fish Department,1099,25
Katherine Clark,Katherine Clark for Congress,1098,1
Cape Clasp,Cape Clasp LLC,1092,13
LifeSiteNews.com,LifeSiteNews,1087,2
New Wentzvillian For St Charles Countians,Paid 4 By the New Wentzvillian,1085,4
Bayou Bridge Pipeline Facts,Energy Transfer Partners,1084,2
American Bridge,American Bridge 21st Century PAC.,1080,8
Cold Dead Hands,Cold Dead hands of America,1067,61
Americans for Prosperity-New Jersey,Americans for Prosperity,1057,18
BookTV,C-SPAN,1054,4
Rhode Islanders for Reform,Rhode Islanders for Reform,1049,10
Kelly Mims for Circuit Court,Committee to Elect Kelly Mims,1048,4
Project ChildSafe,the National Shooting Sports Foundation,1047,2
National Coalition of Associations of 7-Eleven Franchisees,The National Coalition of Associations of 7-Eleven Franchisees,1044,19
Virginia Hospital & Healthcare Association,Virginia Hospital & Healthcare Association,1040,5
Rainforest Action Network,Rainforest Action Network,1036,51
Louisiana Secretary of State Kyle Ardoin,Kyle Ardoin for Secretary of State,1029,17
CalmEffect,Calm Effect,1027,20
Shanti Bhavan Children's Project,Shanti Bhavan Children's Project,1024,4
American Medical Association (AMA),American Medical Association,1022,1
WipeRecord Expungement Lawyers,"WipeRecord, a division of Eastman Meyler, PC",1015,19
Earth.com,Earth,1013,4
Lafayette Parish Sheriff's Office,Lafayette Parish Sheriff's Office,1012,13
One Illinois,One Illinois Media Group,1011,5
Rise Up Retail,Organization United for Respect,1007,4
Creative Action Network,Creative Action Network,1005,12
Rompiendo Ahora,Editorial Rompiendo Ahora,1000,1
Mashable,AT&T Inc.,1000,1
We Are California,California Calls,1000,2
Robert F. Kennedy Human Rights,Robert F. Kennedy Human Rights,1000,8
Ditch Mitch,Ditch Fund and not authorized by any candidate or candidate's committee,999,4
Framed Tweets,Framed Tweets Inc,984,65
"AASA, The School Superintendents Association","AASA, The School Superintendents Association",978,5
Media Research Center,Media Research Center,962,6
Medicares,These ads ran without a disclaimer,952,16
The LIBRE Initiative,The LIBRE Initiative,950,1
Colorado Clean Cars,Colorado Clean Cars,949,7
Murray Insurance Agency,Murray Insurance Agency,947,9
Pharmacists United for Truth and Transparency,Pharmacists United for Truth and Transparency,945,40
Boston Rescue Mission,Boston Rescue Mission,944,12
Colorado Threads,These ads ran without a disclaimer,944,1
Maryland Food Bank,the Maryland Food Bank,943,20
Marco Rubio,MARCO RUBIO FOR SENATE,942,2
PathWater,PATHWATER - The First Purified Water in a BPA Free Reusable Aluminum Bottle,941,14
Wellness.com,"Beachside Media, Inc.",938,44
CNSNews.com,Media Research Center,938,7
AARP Texas,AARP,933,2
"Elect Katie Mills for Chancery Judge, Place 2",The Committee to Elect Katie Mills,930,3
Save MO Lives,Missouri Department of Transportation,929,1
Homeowners Tips,These ads ran without a disclaimer,924,2
Steven Fulop,The Election Fund for Steven Fulop 2021,924,8
David McCarty-Court of Appeals,The Committee to Elect David McCarty,922,11
Howard Jarvis Taxpayers Association,Howard Jarvis Taxpayers Association,915,3
KevinMD.com,MedPage Today,913,6
Better Angels - A documentary by director Malcolm Clarke,Better Angels,910,6
Wounded Warrior Project,Wounded Warrior Project,906,20
Dysfunctional Veterans,"Dysfunctional Veterans, Inc",905,8
American Honey Bee Protection Agency,Epic Honey Co.,903,10
New American Economy,New American Economy,900,2
Right Now MN,Right Now MN,899,1
Real Property Alliance,Real Property Alliance,899,2
Tom Steyer,Tom Steyer,896,1
Alliance Defending Freedom,Alliance Defending Freedom,894,7
Freedom Media & Ethics,Freedom Magazine,883,1
The Presidential Coalition,The Presidential Coalition,881,3
Affordable Medicare,Affordable Medicare,880,8
Every Baby Counts NV,Every Baby Counts NV,878,2
The Brookings Institution,The Brookings Institution,878,4
Lebowski Lovers,Lebowski Lovers,878,325
Sarah J. Liddy for Judge,Sarah J. Liddy,877,18
Jim Webb for Bentonville Mayor,Jim Webb for Bentonville Mayor,877,19
NewsBusters.org,Media Research Center,875,4
Washington State Health Care Authority,Washington State Health Care Authority,875,32
Idaho Resident Energy Savings,Idaho Resident Energy Savings,875,1
MRCTV,Media Research Center,875,4
Big Cat Rescue,Big Cat Rescue,871,4
Democratic Senatorial Campaign Committee (DSCC),the DSCC,867,55
Artetorial,CANVAS Unplugged - An Art Gallery of Today's Stories,866,73
Hoover Institution,Hoover Institution,866,37
Holmes Murphy & Associates,Holmes Murphy & Associates,866,16
CheapCaribbean.com,CheapCaribbean,865,4
Focus Texas,Focus Texas,862,49
Jack Burkman Radio,Jack Burkman,858,32
Louisiana Bucket Brigade,Louisiana Bucket Brigade,858,3
Waistted,waisTTed,857,6
Catholic Relief Services,Catholic Relief Services,856,11
Chuck Eaton,Chuck Eaton for Public Service Commission,856,1
LaunchGood,LaunchGood,855,22
"Raising Grades, Lifting Futures","Raising Grades, Lifting Futures",853,10
ChooseChildren,Silicon Valley Community Foundation,848,28
Transport Workers Union (TWU),Transport Workers Union,846,24
2nd Amendment Rights,One Nation Design,845,10
The Devil We Know,Teflon Film LLC,842,10
Fake News at Night,New America Digital,838,15
Volunteer Ministers,Scientology Volunteer Ministers International,837,1
Presidential Collections,Presidential Collectibles LLC,834,32
PennEast Pipeline,"PennEast Pipeline Company, LLC",829,23
Clean and Healthy New Mexico,Clean and Healthy New Mexico,827,8
OurStates,OurStates,819,25
Nuclear Energy Institute,Nuclear Energy Institute,808,8
Consumers for Quality Care,Consumers for Quality Care,806,24
4Patriots,4Patriots LLC,806,4
Rant Nation with Graham Allen,CRTV,804,39
H-E-B Excellence in Education,Excellence in Education,801,2
Wisconsin Right to Life,Wisconsin Right to Life,798,4
Grand Canyon State Electric Cooperative Association,Grand Canyon State Electric Cooperative Association,788,4
Advocates for Responsible Taxation -ART,Advocates for Responsible Taxation,788,1
Center for Victims of Torture,Center for Victims of Torture,787,12
Penguin Kids,Penguin Young Readers,783,14
Don't Trash Arizona,Maricopa Association of Governments,781,16
21 Threads,Drive Marketer Inc.,779,34
Institute for New Economic Thinking,the Institute for New Economic Thinking,774,9
Buddy Brown,Buddy Brown,774,3
Recycle Cartons,Paid for by Carton Council,772,55
B Corporation,These ads ran without a disclaimer,772,10
National Health Insurance Savings,National Health Insurance Savings,765,6
2nd Amendment Depot,2nd Amendment Depot,760,40
Paolo Weston,"Paolo Weston for Mayor, West Palm Beach",758,58
Robert Reich,Inequality Media,755,6
"Protect Coyote Valley, San Jose",Protect Coyote Valley,754,5
Judge Jeff Weill,Judge Jeff Weill,753,12
The "Real"  Insurance Lady,The "REAL" Insurance Lady,751,7
Conservative Institute,Conservative Institute,748,92
Lawyers For Employee And Consumer Rights,These ads ran without a disclaimer,748,3
Eco Soapr,Yakov Bindler,748,21
CREDO Mobile,CREDO Mobile,747,20
Reed Energy Consulting,Reed Energy Consulting,745,5
American History TV,C-SPAN,742,3
National Farmers Union,National Farmers Union,740,3
UUSC: Unitarian Universalist Service Committee,Unitarian Universalist Service Committee,739,5
Pennsylvania State Treasurer Joe Torsella,philanthropic dollars.,738,5
Protect Small Business Lending Coalition,Protect Small Business Lending Coalition,735,2
The Refugee Center Online,The Refugee Center Online,732,7
Surviving Retirement,LeadJig,729,29
Enbridge Line 3,Enbridge Line 3,728,6
Serquest,Serquest,726,5
Quirk Books,Quirk Books,725,20
FrackFeed,Texans for Natural Gas,721,22
Breaking Patriot News,Breaking Patriot News,720,5
Mercatus Center at George Mason University,The Mercatus Center at George Mason University,720,21
"Matt Allen for Judge, Hinds County Circuit Court, Subdistrict 1",the Committee to Elect Matt Allen,719,5
Better Together Commission,Better Together Commission,719,2
"Georgia Gun Owners, Inc.",Georgia Gun Owners,717,3
FINCA,FINCA International,715,23
We Can Solve This,The Years Project,714,11
Jan Schneider,Friends of Jan Schneider,713,7
Change.org,Change.org,713,12
EnergyBoom,EnergyBoom,712,62
San Antonio Water System,San Antonio Water System,712,5
92nd Street Y,92nd Street Y,710,19
The Power of Minnesota,Power of Minnesota,710,7
The Heritage Foundation,The Heritage Foundation,700,4
Carolina Clean Energy Group,Carolina Clean Energy Group,700,2
James Allen Insurance,James Allen Insurance,700,2
Aspiration,Aspiration,700,2
Clinton Inc. The Movie,Clinton Inc Movie,700,6
Penguin Teen,Penguin Young Readers,700,16
International Christian Embassy Jerusalem - USA,The International Christian Embassy Jerusalem,700,42
The Voice of the Martyrs - USA,The Voice of the Martyrs - USA,700,5
Independent Women's Voice,Independent Women's Voice,700,3
Dennis Prager,"AMAC – The Association of Mature American Citizens, Inc",700,2
American Action News,American Action News,698,2
"UAP, Inc",United American Patriots,697,4
National Restaurant Association,National Restaurant Association,695,1
PepcoConnect,"Pepco Holdings, Inc",694,11
Catholic Charities of the Archdiocese of New York,Catholic Charities Archdiocese of New York,693,2
"New England, New Energy","New England, New Energy",693,25
Union Gospel Mission of Portland,Union Gospel Mission Portland,688,1
Armed American Supply,Armed American Supply,686,216
Message,Tim D'Annunzio,685,8
Democratic Coalition Against Trump,The Democratic Coalition,681,28
ArtsEmerson,ArtsEmerson,679,7
STAND League,STAND League,674,4
University Hospitals,University Hospitals,669,3
My Pay My Say,The Mackinac Center for Public Policy,667,20
Mia Mason,MLI Lead The Way PAC,664,1
Relevant Seminars,Relevant Seminars,660,2
4ocean,These ads ran without a disclaimer,659,1
New Way California,New Way California,658,20
For Kids & Country,For Kids & Country,657,5
Office of South Carolina Treasurer Curtis Loftis,Future Scholar. Administered by State Treasurer Curtis Loftis. Not paid for with state funds.,654,10
John Crawford for Mayor,"Crawford for Mayor Committee, Grant Crawford, Chairman",648,3
Axiom News Network,Axiom News Network,648,2
Saving The West,Commonwise,648,93
Texas Insider,Texas Insider,646,5
Republicans for the Rule of Law,Republicans for the Rule of Law,645,6
NYC Commission On Human Rights,City of New York,644,2
WomenStrong International,WomenStrong International,643,44
Rainforest Trust,Rainforest Trust,640,2
Opt Out Today,Opt Out Today,638,20
Liberty Justice Center,Liberty Justice Center,636,35
Qwōt'em,Qwōt'em,634,4
Paper Culture,These ads ran without a disclaimer,633,22
Vote ANDY,Friends of Andy Stewart and Approved by Candidate,631,24
Duquesne University,Duquesne University,630,2
CMMB,CMMB-Healthier Lives Worldwide,630,6
Rednecknationco,Redneck Nation,630,5
Shared Hope International,Shared Hope International,628,10
GZERO Media,GZERO Media,628,7
The Town Hall,The Town Hall,625,2
Darkness to Light,Darkness to Light.,621,84
"School of International Service, AU","School of International Service, AU",620,3
Your Energy Virginia,American Gas Association,618,11
CLSA - California Life Sciences Association,California Life Sciences Association,617,29
Pancreatic Cancer Action Network,Pancreatic Cancer Action Network,617,5
Industry City,Industry City,616,1
Tennesseans for Quality Early Education,Tennesseans For Quality Early Education PAC,615,7
Expect More Arizona,Expect More Arizona,615,5
PushBlack,PushBlack Now,614,16
Bloomsbury Publishing USA,Bloomsbury Publishing,614,4
B Corporation,B Lab,613,2
Louder with Crowder,CRTV,612,25
Tom Woods,Tom Woods,610,2
Representative Beau Matthew LaFave,Beau LaFave for State Representative,605,1
Glenn Beck,TheBlaze,603,12
Jobs for Abilene,supporters of DCOA.,597,2
University of Colorado Anschutz Medical Campus,CU Anschutz Medical Campus,596,14
Frank Luntz,Frank Luntz,595,7
TaxAct,TaxAct,594,48
Quicken Loans,These ads ran without a disclaimer,593,1
National Solar Programs,National Solar Programs,592,2
2atees1,2atees1,590,20
peta2,People for the Ethical Treatment of Animals,588,4
OHCAP - Ohio Coalition for Affordable Prescriptions,the Ohio Coalition for Affordable Prescriptions,588,6
Patients Rising Now,Patients Rising Now,587,16
Business Roundtable,Business Roundtable,586,5
US Health Marketplace,Healthy Living Initiative,583,20
"Sanford Heisler Sharp, LLP","Sanford Heisler Sharp, LLP",582,8
Progress North Carolina Action,Progress North Carolina Action,582,2
Indiana State Teachers Association,Indiana State Teachers Association,582,23
America's Restaurant Advocates,National Restaurant Association,582,3
Ohio Environmental Council Action Fund,"the Ohio Environmental Council Action Fund and not authorized by any candidate, candidates committee, or political party",581,2
Veterans of Foreign Wars VFW,the Veterans of Foreign Wars (VFW),581,6
Financial Wisdom,"Financial Wisdom who is not a mortgage broker or lender, Financial Wisdom acts as an independent advertising publisher.",581,4
Tom Cole,Tom Cole for Congress,581,13
Family Research Council,Family Research Council,581,1
Patriot Powered Products,Patriot Powered Products and Publications,579,45
Synovia Solutions,Synovia Solutions,577,7
Voices for Affordable Health,Voices for Affordable Health,577,26
Eckerd Connects,Eckerd Connects,575,1
The Years Project,The Years Project,571,55
The Capitolist,The Capitolist,570,2
National Veteran Advisors,National Veteran Programs,569,8
Charters for Change,Charters for Change,566,24
LASD Recruitment Unit,The Los Angeles County Sheriff's Department,566,4
The Paint Brush Cover,These ads ran without a disclaimer,566,2
Better Care for Nevada,Better Care for Nevada,566,3
Colorado Blueprint to End Hunger,Colorado Blueprint to End Hunger,564,7
Concerned Veterans for America Foundation,Concerned Veterans for America Foundation,563,21
Nomiki Konst,Friends of Nomiki Konst,561,13
USA Energy Program,USA Energy Program,561,23
Veterans Florida,Veterans Florida,561,10
In Shifra's Arms: Jewish Pregnancy Help,"In Shifra's Arms, Inc.",561,1
Military Tees,Military Tees,560,1
Informed Immigrant,FWD.us Education Fund,559,26
"Virginia 12th, A NowThis Film",NowThis,559,4
Crowdpac,"Crowdpac Inc., a certified B Corporation. Not authorized by any candidate or candidate committee.",559,2
Safe Streets & Second Chances,Safe Streets & Second Chances,557,9
Texas Citizens Coalition,Texas Citizens Coalition,555,15
ONE,ONE Action,555,5
Fortegra Personal Insurance Agency,Fortegra Personal Insurance Agency,554,4
Compassion & Choices,Compassion & Choices,553,32
Riverside Energy Experts,Riverside Energy Experts,553,29
