Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Smart Cities Prevail,Smart Cities Prevail.,1370,15
Gretchen Whitmer,Michigan Transition Committee,1369,9
Buffalo City Mission,Buffalo City Mission,1362,3
Physicians Grassroots Network,American Medical Association,1361,13
Airlines for America,Airlines for America,1361,21
SunShare,SunShare Community Solar,1358,3
Helping Up Mission,One & All Agency,1358,13
Veteran Loans Online,These ads ran without a disclaimer,1351,1
Donald Trump Dog Poop Bags,Donald Trump Dog Poop Bags,1349,7
University Hospitals,University Hospitals,1343,6
Zero Mass Water,Zero Mass Water,1319,4
Catholic Charities of New York,Catholic Charities Archdiocese of New York,1319,14
Human Rights Watch,Human Rights Watch,1313,111
Cheddar Live,Cheddar,1298,4
Hollywood Village,the Church of Scientology,1297,4
Beau Biden Foundation for the Protection of Children,Beau Biden Foundation for the Protection of Children,1291,34
Muslim Advocates,Muslim Advocates,1287,2
The Atlas Society,The Atlas Society,1285,25
PathWater,PATHWATER - The First Purified Water in a BPA Free Reusable Aluminum Bottle,1283,15
KevinMD.com,"KevinMD, LLC",1280,4
SMU,SMU,1280,11
CreditRepair.com,CreditRepair,1278,2
National Association of Manufacturers,These ads ran without a disclaimer,1274,1
Every Baby Counts NV,Every Baby Counts NV,1272,3
ReThink Energy NJ,ReThink Energy New Jersey,1269,42
Love Justice International,Love Justice International NGO,1268,5
Goodr,goodr,1265,1
Penguin Kids,Penguin Young Readers,1261,22
The Boeing Company,Boeing,1260,2
OAF Nation,"OAF Nation, Inc",1257,33
PolicyEd,Hoover Institution,1257,21
Oregon Forests Forever,Paid for by Oregon Forests Forever,1252,1
Shawnee Mission Health,Shawnee Mission Health,1252,6
Spectrum News Austin,Spectrum News,1249,3
Wheeler Mission,Wheeler Mission,1248,10
Sudan Relief Fund,Sudan Relief Fund Inc.,1243,52
Business Roundtable,Business Roundtable,1239,5
Build With Strength,Build With Strength,1233,10
Feed the Children,Feed the Children,1232,24
Grow Louisiana Coalition,Grow Louisiana Coalition,1230,29
New York Working Families Party,Working Families Party,1228,45
BEAST goodr,goodr,1220,1
National Association of Tax Professionals (NATP),National Association of Tax Professionals,1211,14
Stand Up To Cancer,Stand Up To Cancer,1204,8
The Western Journal,The Western Journal,1200,124
Democratic Climate Action,Democratic Climate Action – a project of the Democratic Governors Association.,1194,12
Panthera,Panthera,1190,137
Arizona Game & Fish Department,Arizona Game and Fish Department,1189,23
Earthjustice,Earthjustice,1189,1
Fund The Wall,American Border Foundation,1185,11
Eddie J. Mauro,Mauro,1177,3
AARP Ohio,AARP Ohio,1176,1
Concealed Carry,Concealed Carry Inc,1172,4
Alliance for Neighborhood Prosperity New Orleans,Alliance for Neighborhood Prosperity,1171,21
"Magellan Financial & Insurance Services, Inc",Magellan Financial,1162,3
Illinois Farm Bureau,Illinois Farm Bureau,1157,5
RALI New Hampshire,Rx Abuse Leadership Initiative,1155,1
Giffords,Giffords.,1143,180
Food for the Hungry,Food for the Hungry,1142,12
Mountain America Credit Union,Mountain America Credit Union,1135,2
In Search of Liberty,In Search of Liberty,1135,6
Bridgeport Rescue Mission,Bridgeport Rescue Mission,1134,3
Focus Texas,Focus Texas,1132,71
Arkansas Advocates for Children and Families,Arkansas Advocates for Children and Families,1131,7
Donald Trump For President 2020,Donald Trump Collectables,1128,35
Free the Slaves,Free the Slaves,1127,10
Amy Klobuchar,Klobuchar for Minnesota,1124,20
Sand Cloud,Sand Cloud,1123,78
Wholesome Culture,These ads ran without a disclaimer,1121,42
Save Our Air Medical Resources,Save Our Air Medical Resources,1108,7
AFSCME,"American Federation of State, County and Municipal Employees",1103,3
Shared Hope International,Shared Hope International,1101,10
The Palestine Institute for Public Diplomacy,The Palestine Institute for Public Diplomacy,1092,10
Ed Markey,The Markey Committee,1081,5
Team Trump,Trump Make America Great Again Committee,1079,108
Americans for Prosperity - Kentucky,Americans for Prosperity,1078,18
Northeast Animal Shelter,Northeast Animal Shelter,1071,6
Aspiration,Aspiration,1069,8
Compassion & Choices - New Jersey,Compassion and Choices New Jersey,1065,12
The Hunger Project,The Hunger Project,1059,6
The Presidential Coalition,The Presidential Coalition,1058,9
Free to Be Kids,Free to be Kids,1056,30
OneLife LA,OneLife LA,1056,16
Susana Martinez,New Mexico Legacy,1052,2
Teton Waters Ranch,Teton Waters Ranch Commitment to 100% Grass-Fed Beef,1050,8
New Chapter,New Chapter,1044,2
Catholic Charities USA,Catholic Charities USA,1043,3
Stop The HIT,Stop The HIT Coalition,1043,9
Missouri Health Matters,Missouri Health Matters,1041,2
Free Press Action Fund,Free Press Action Fund,1036,10
Consumers Energy,Consumers Energy,1034,84
Save MI City,SaveMICity,1032,16
G.I. Jobs Magazine,G.I. Jobs Magazine,1031,20
Virginians for Jobs & the Economy,Coalition for Jobs and Economy,1028,3
Louisiana Chemical Association,the Louisiana Chemical Association,1028,20
Texas Civil Rights Project,Texas Civil Rights Project,1027,18
Reimagine STL,Reimagine STL,1014,28
Bronx Zoo,Wildlife Conservation Society,1009,8
Florida Democratic Party,the Florida Democratic Party. Not authorized by any candidate or candidate's committee.,1006,8
Bayou Bridge Pipeline Facts,Energy Transfer Partners,1005,2
Concerned Veterans for America Foundation,Concerned Veterans for America Foundation,1003,27
California School Boards Association,the California School Boards Association,1002,2
Clear Genius,Chris Himel,1001,1
The Seniors Center,"The Seniors Center, a project Our Generation, a 501(c)(4) non profit organization.",1001,7
MedicareSupplement.com,TZ Insurance Solutions,1001,62
Judge Michael Olejasz,Keep Judge Olejasz,1000,1
Population Connection,Population Connection,999,15
Brut,Brut,996,120
"Zito Media - High Speed Internet, Digital Cable TV, & Digital Voice","Zito Media. We are a Cable, Phone and Internet Provider. Pricing, equipment availability, services available, and internet speeds vary based on location.",995,30
Root-Pike Watershed Initiative Network,Root-Pike Watershed Initiative Network,994,1
FINCA,FINCA International,992,22
Bloomberg New Economy Forum,Bloomberg LP,988,69
Congressman Peter King,Pete King for Congress.,988,11
Coalition for Medicare Choices,The Coalition for Medicare Choices,988,6
Fahrenheit 11/9,These ads ran without a disclaimer,983,2
Clean and Healthy New Mexico,Clean and Healthy New Mexico,982,8
Solidarity HealthShare,Solidarity HealthShare,982,3
Kentucky Power,American Electric Power,982,1
THE FACTS NOW,the Florida Department of Health’s Tobacco Free Florida Program,978,1
American Honey Bee Protection Agency,Epic Honey Co.,977,7
Housing Is A Human Right,Housing Is A Human Right,975,2
Quirk Books,Quirk Books,974,10
American Action News,American Action News,973,2
Cold Dead Hands,Cold Dead hands of America,972,46
Safe Streets & Second Chances,Safe Streets & Second Chances,963,6
United Way of King County,United Way of King County,958,29
WorkingNation,WorkingNation,958,1
Clearwater Marine Aquarium,Clearwater Marine Aquarium,956,3
Hotze Health,Hotze Health & Wellness Center,955,2
John F. Kennedy Presidential Library and Museum,the John F. Kennedy Library Foundation,955,124
National Wildlife Federation,National Wildlife Federation,951,3
United We Dream,United We Dream Action,949,103
The Christian Broadcasting Network,"The Christian Broadcasting Network, Inc.",948,28
Marco Rubio,MARCO RUBIO FOR SENATE,944,1
O3 Home Solar,O3 Home Solar,942,3
Boston Rescue Mission,Boston Rescue Mission,935,9
UsAgainstAlzheimer’s,UsAgainstAlzheimer's,931,12
Taxpayers for Common Sense,Taxpayers for Common Sense,912,9
ScriptSave WellRx,ScriptSave WellRx,912,6
Darkness to Light,Darkness to Light.,908,33
NYSUT - A Union of Professionals,New York State United Teachers,904,10
Citizens For Balanced Use,"Citizens For Balanced Use. P.O. BOX 606 Gallatin Gateway, MT 59730",898,3
Concerned Veterans for America,Concerned Veterans for America,897,13
Americans For Better Infrastructure,Americans For Better Infrastructure,896,276
Minnesotans for a Smoke-Free Generation,ClearWay Minnesota,895,27
Howard Jarvis Taxpayers Association,Howard Jarvis Taxpayers Association,895,4
Conservation Colorado,Conservation Colorado,894,12
Rant Nation with Graham Allen,CRTV,894,14
NAACP Legal Defense Fund,NAACP Legal Defense Fund,891,6
Modern Hero,Modern Hero TV,890,9
Oklahoma Council of Public Affairs,the Oklahoma Council of Public Affairs,887,13
Hoover Institution,Hoover Institution,886,24
Robert Reich,Inequality Media,885,3
EnergySure,the EnergySure Coalition,884,13
NC Conservation Network,NC Conservation Network,881,3
New Way California,New Way California,877,60
Congressman Thomas Massie,Congressman Thomas Massie,874,2
Coalition of Immokalee Workers,Coalition of Immokalee Workers,873,1
Blumenthal Performing Arts,Blumenthal Performing Arts,873,5
InvestedTx,InvestEdTx.,868,8
Tee Shirt Palace,Tee Shirt Palace,866,3
Los Angeles Regional Food Bank,Los Angeles Regional Food Bank,865,6
Washington State Health Care Authority,Washington State Health Care Authority,862,32
LaunchGood,LaunchGood,859,25
Judge Lisa Neubauer,"Judge Neubauer for Justice, 5027 W. North Ave., Milwaukee, WI 53208",857,12
Maxine's Ice Cream,1% For The Planet,854,6
Public Citizens for Children and Youth (PCCY),Public Citizens for Children and Youth,854,13
Hope Ministries,Hope Ministries,853,3
Lincoln Land Wind,Lincoln Land Wind,843,52
Trade Builds America,Trade Builds America,836,12
Physicians for Human Rights,Physicians for Human Rights,834,18
Resign David Stringer,Resign David Stringer,831,4
Union Gospel Mission Twin Cities,Union Gospel Mission Twin Cities,827,24
Communities In Schools,Communities In Schools,825,16
Action New Orleans,Action New Orleans PAC,824,4
Oregon Family Council,Oregon Family Council,823,6
Multidisciplinary Association for Psychedelic Studies (MAPS),Multidisciplinary Association for Psychedelic Studies (MAPS),823,1
Austin Baidas for 44th Ward Alderman,Friends of Austin Baidas,822,3
Stand Up America,Stand Up America,820,202
Stop Seroka,the Committee to Recall Councilman Steve Seroka,819,1
The Fairness Project,The Fairness Project,818,30
Equality Virginia,Equality Virginia,814,18
Liberty Digest,Liberty Digest,811,5
Episcopal Relief & Development,Episcopal Relief & Development,805,12
Transport Workers Union (TWU),Transport Workers Union,800,71
Open Doors USA,These ads ran without a disclaimer,799,2
On Your 6 Designs,On Your 6 Designs,797,2
ACLU of Northern California,ACLU of Northern California,795,53
Breaking Patriot News,Breaking Patriot News,794,5
Safe Horizon,Safe Horizon,787,6
National Committee on U.S.-China Relations,the National Committee on U.S.-China Relations,785,4
Family Policy Alliance,Family Policy Alliance,782,12
Ditch Mitch,Ditch Fund and not authorized by any candidate or candidate's committee,781,5
Americans for Prosperity Foundation,Americans for Prosperity Foundation,781,49
Rep Josh Gottheimer,Rep. Josh Gottheimer,780,7
UPROXX News,UPROXX,779,3
PETA (People for the Ethical Treatment of Animals),PETA,776,27
Pearson PreK-12,Pearson PreK-12,775,7
Conservative Tribune,Conservative Tribune,774,28
Mike Gallagher,Salem Media Group,774,4
News 12 New Jersey,by News 12 New Jersey.,767,1
Capital City Rescue Mission,Capital City Rescue Mission,766,6
Planned Parenthood of the Great Northwest and the Hawaiian Islands,Planned Parenthood of the Great Northwest and the Hawaiian Islands,766,5
Ford Foundation,the Ford Foundation,763,3
Lower My Bills,Lower My Bills,760,5
Need To Impeach,Tom Steyer,752,3
Transforming Lives Tarrant County,Center for Transforming Lives,752,6
New Wentzvillian For St Charles Countians,Paid 4 By the New Wentzvillian,751,4
Solar Solutions,"Solar Solutions A Solar Energy Company Based In Los Angeles, CA.",751,7
Wisconsin Right to Life,Wisconsin Right to Life,749,4
Community Change,Community Change,745,1
Tennesseans for Quality Early Education,Tennesseans For Quality Early Education PAC,744,9
Texas Central,"Texas Central Partners, LLC",743,46
Transportation Alternatives,Transportation Alternatives,742,3
Moms Demand Action for Gun Sense in America,Everytown for Gun Safety Action Fund,740,23
Oliver Gospel Mission,Oliver Gospel Mission,738,6
Congresswoman Julia Brownley,the Office of Congresswoman Julia Brownley,737,6
Atlantic City Electric,"Pepco Holdings, Inc.",737,3
Framed Tweets,Framed Tweets Inc,736,4
Nano Hearing Aids,Nano Hearing Aids,734,5
City Mission,City Mission,731,8
The Salvation Army DFW,Salvation Army DFW,726,3
Creative Action Network,Creative Action Network,724,2
Future Generations Advocacy Project,Future Generations Advocacy Project,723,40
Friends of RealOptions,RealOptions Obria Medical Clinics,722,52
4ocean,These ads ran without a disclaimer,722,9
American Jewish World Service - AJWS,American Jewish World Service,720,127
Silkies,"Marin Crops, LLC",715,8
The Doe Fund,The Doe Fund,715,3
Juma Ventures,Juma Ventures,710,12
Conversations with Tyler,These ads ran without a disclaimer,708,17
Zero Fatalities Nevada,The Department of Public Safety,708,2
Roaming Bison Wind,Roaming Bison Wind,707,58
Splinter,Fusion Media Group,707,3
The Arc of the United States,The Arc,699,8
Our Revolution-Michigan,Michigan for Revolution,694,2
Pennsylvania State Treasurer Joe Torsella,philanthropic dollars.,694,7
APWU - The American Postal Workers Union,APWU - American Postal Workers Union,692,2
My Child. My Choice.,My Child. My Choice.,690,7
Civiqs,Civiqs,690,9
Cherry Street Mission Ministries,Cherry Street Rescue Mission,690,9
Patriot Powered Products,Patriot Powered Products and Publications,687,45
New Choice NY,New Choice NY,684,24
Habitat for Humanity of Omaha,Habitat for Humanity of Omaha,679,67
Happy Earth Apparel,Happy Earth,678,1
Working Families Party,Working Families Party,678,45
The Pollinator,the United Church of Christ's Ministry for Environmental Justice,678,5
CalmEffect,Calm Effect,677,15
Gery Chico,Gery Chico for Mayor,674,1
Dolese Bros. Co.,Dolese Bros. Co.,674,4
International Christian Embassy Jerusalem - USA,The International Christian Embassy Jerusalem,673,42
CrowdLobby,CrowdLobby,667,1
The Heritage Foundation,The Heritage Foundation,666,4
Abich Financial Services,Abich Financial Services,666,16
Make Penny Stocks Great Again,Link Media,664,1
Rafael L Espinal Jr.,Espinal For NYC,663,1
Indianapolis Prize,The Indianapolis Prize,662,111
SchoolsRule Marin,SchoolsRule,661,36
Delmarva Power (Delmarva Connect),"Pepco Holdings, Inc.",660,10
ISAIAH,ISAIAH,657,24
Coverage of the Trump Presidency by The Epoch Times,The Epoch Times,656,13
Office of South Carolina Treasurer Curtis Loftis,Future Scholar. Administered by State Treasurer Curtis Loftis. Not paid for with state funds.,656,11
Protect Coyote Valley,Protect Coyote Valley,653,4
My Pay My Say,The Mackinac Center for Public Policy,653,9
Fake News Writer,Fake News Writer (a political satire series),652,9
Engineers Labor Employer Cooperative ELEC,ELEC825,651,1
Lady Parts Justice League,Neo Philanthropy,644,8
Association of American Educators,Association of American Educators,638,1
Don't Trash Arizona,Maricopa Association of Governments,637,19
Ohio Clean Energy Jobs Alliance,First Energy Solutions,637,1
Congress of Tomorrow,Democracy Fund Voice.,636,7
All Pro Dad,Indiana Department of Child Services,635,6
Hillary and Clinton on Broadway,Hillary and Clinton (Broadway Play),634,15
Help Puppies,These ads ran without a disclaimer,632,1
CommonBond Communities,CommonBond Communities,631,10
America's Navy,America's Navy,629,2
Win Without War,"Win Without War, a program of the Center for International Policy.",629,3
Larry Hogan,"Larry Hogan for Governor, R. Christopher Rosenthal, Treasurer",628,1
Committee for Green Foothills,Committee for Green Foothills,627,2
The Moore Charitable Foundation,The Moore Charitable Foundation,622,9
Boot The Ban West Virginia,The Distilled Spirits Council,622,15
YMCA of Greater Seattle,YMCA of Greater Seattle,620,5
