Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Arizona Game & Fish Department,Arizona Game and Fish Department,1672,29
Retired Republicans,Agency Consulting LLC,1663,11
Right Now MN,Right Now MN,1663,3
Kansans for Energy Options,American Policy Advocates,1657,7
Greg Laurie,Harvest Christian Fellowship,1648,6
Washington Conservation Voters,Washington Conservation Voters,1638,4
Lincoln Land Wind,Lincoln Land Wind,1634,51
Ivory Ella,These ads ran without a disclaimer,1629,1
Mike Bloomberg,Bloomberg Philanthropies,1628,8
New Jersey Citizen Action,New Jersey Citizen Action,1616,15
Headline Shirts,Headline Shirts,1616,168
Need To Impeach,Tom Steyer,1613,2
Solar Programs In AZ Counties,Solar Programs In AZ Counties,1610,40
Conservative Tribune,Conservative Tribune,1601,30
Aspen Snowmass,Aspen Snowmass,1598,27
Young Invincibles,Young Invincibles,1591,4
Catholic Relief Services,Catholic Relief Services,1589,20
Michigan Wildlife Council,Michigan Wildlife Council,1585,18
New Mexico Oil & Gas,New Mexico Oil & Gas Association,1585,27
Planned Parenthood Texas Votes,Planned Parenthood Texas Votes PAC,1552,6
Oregon Forests Forever,Paid for by Oregon Forests Forever,1548,8
Modernize Texas Spirits,The Distilled Spirits Council,1547,19
Dysfunctional Veterans,Titon Marketing,1535,9
Hillsdale College Online Courses,Hillsdale College,1533,24
Build With Strength,Build With Strength,1531,27
Olivela,Olivela,1522,48
American Jewish World Service - AJWS,American Jewish World Service,1515,175
Total Nerd,Ranker,1513,24
President Donald Trump Fan Club,I Love My Freedom,1511,15
Carnegie Institution for Science,Carnegie Institution for Science,1509,21
The Coalition to Protect Americas National Parks,Coalition to Protect America's National Parks,1505,27
Manhattan Neighborhood Network - MNN,Manhattan Neighborhood Network,1504,12
Run for Something,Run for Something PAC,1500,12
ConservativeGuardian,Conservative Guardian,1495,215
Power of Wind,the American Wind Energy Association,1488,3
Walton Family Foundation,Walton Family Foundation,1487,6
Progressive Impact,Brigade,1475,3
United to End Homelessness,United to End Homelessness,1474,74
Stand with Parkland,Stand With Parkland,1470,19
Commonwise,Commonwise,1466,99
The Nature Conservancy in WA,The Nature Conservancy,1461,34
Ed Markey,The Markey Committee,1459,13
Congressman Buddy Carter,by the Office of Congressman Buddy Carter,1455,4
Rant Nation with Graham Allen,CRTV,1447,26
Til Valhalla Project,Til Valhalla Project,1444,26
Every Baby Counts NV,Every Baby Counts NV,1441,4
Elizabeth Dole Foundation,the Elizabeth Dole Foundation,1441,7
Grow Louisiana Coalition,Grow Louisiana Coalition,1439,35
Choice Regional Health Network,CHOICE Regional Health Network,1437,7
Eckerd Connects,Eckerd Connects,1432,1
Oklahoma Health Action,OK Health Action,1427,5
Blumenthal Performing Arts,Blumenthal Performing Arts,1425,8
Compassion & Choices - New Jersey,Compassion and Choices New Jersey,1420,24
"Zito Media - High Speed Internet, Digital Cable TV, & Digital Voice","Zito Media. We are a Cable, Phone and Internet Provider. Pricing, equipment availability, services available, and internet speeds vary based on location.",1416,39
PathWater,PATHWATER - The First Purified Water in a BPA Free Reusable Aluminum Bottle,1415,13
Surviving Retirement,LeadJig,1411,53
Daily Kos,Kos Media LLC.,1409,59
Museum of Jewish Heritage - A Living Memorial to the Holocaust,Jason Schutzbank,1405,11
Hearing Aid News,Hearing Aid News,1400,8
Real Property Alliance,Real Property Alliance,1398,3
Equality Now,Equality Now,1397,35
Goods Unite Us,"Goods Unite Us, Inc.",1393,25
Better Care for Florida,Better Care for Florida,1392,5
Panthera,Panthera,1387,109
Love Justice International,Love Justice International NGO,1384,8
Ana Hernandez for Texas Senate,the Ana Hernandez Campaign,1383,8
Louder with Crowder,CRTV,1381,8
702 Gifts,GearBubble LLC,1378,14
Pelican Professional,These ads ran without a disclaimer,1376,2
Our Public Lands,The National Wildlife Federation,1375,34
"Catholic Charities Diocese of Fort Worth, Inc.",These ads ran without a disclaimer,1373,2
Jack Burkman Radio,Jack Burkman,1369,9
The Palestine Institute for Public Diplomacy,The Palestine Institute for Public Diplomacy,1364,31
Texas Pride,Texas Pride Unlimited LLC,1364,2
Regent Wealth Management,Regent Wealth Management,1363,6
realtor.com Pro,These ads ran without a disclaimer,1363,4
CNSNews.com,Media Research Center,1357,9
Monique Burr Foundation,Monique Burr Foundation,1346,13
Water.org,These ads ran without a disclaimer,1345,2
Lafayette Parish Sheriff's Office,Lafayette Parish Sheriff's Office,1344,13
stasher,stasher,1343,24
AARP Foundation,AARP Foundation,1339,16
Ro Khanna,Ro for Congress,1333,54
Conversations with Bill Kristol,the Foundation for Constitutional Government,1328,58
Americans for Responsible Technology,Americans for Responsible Technology,1317,40
Lumina Foundation,Lumina Foundation,1315,151
Transport Workers Union (TWU),Transport Workers Union,1303,110
Jefferson County Teachers Association (JCTA),Jefferson County Teachers Association,1303,8
The Carter Center,The Carter Center,1301,3
Hotze Health,Hotze Health & Wellness Center,1299,7
Hello Resistance,Hello Resistance,1297,10
Gospel for Asia,Gospel for Asia,1297,6
Rainforest Trust,Rainforest Trust,1296,6
NAACP Legal Defense Fund,NAACP Legal Defense Fund,1295,15
The Beat by Manhattan Institute,The Beat,1285,11
Road to Repair,ELEC825,1281,4
ACLJ,American Center for Law and Justice,1280,2
South Dakotans for Comprehensive Energy Solutions,South Dakotans for Comprehensive Energy Solutions,1280,2
Oakland Zoo,Oakland Zoo,1275,20
NewsBusters.org,Media Research Center,1269,4
LevinTV on CRTV,CRTV,1266,4
Jewish Democratic Council of America,Jewish Democratic Council of America,1265,32
The Voter Participation Center,the Voter Participation Center,1258,1
MRCTV,Media Research Center,1257,5
ReThink Energy NJ,ReThink Energy New Jersey,1255,39
Drug Policy Alliance,Drug Policy Alliance,1252,3
The Voice of the Martyrs - USA,The Voice of the Martyrs - USA,1249,15
Qwōt'em,Qwōt'em,1249,11
Breaking Patriot News,Breaking Patriot News,1247,5
Leadership Institute,Leadership Institute,1245,23
Framed Tweets,Framed Tweets Inc,1227,68
Peter G. Peterson Foundation,Peter G. Peterson Foundation,1225,18
Penguin Kids,Penguin Young Readers,1224,14
Dan Forest,Committee to Elect Dan Forest,1219,21
OurStates,OurStates,1217,12
Spectrum News Rochester,Spectrum News,1213,5
H-E-B Excellence in Education,Excellence in Education,1212,2
Alliance for Climate Education,Alliance for Climate Education,1210,6
Coverage of the Trump Presidency by The Epoch Times,The Epoch Times,1208,39
Spectrum News Capital Region,Spectrum News,1200,2
Fix MI State,the Michigan Infrastructure & Transportation Association,1199,5
Girls Inc.,Girls Inc.,1192,4
The Western Journal,The Western Journal,1191,118
Ditch Mitch,Ditch Fund and not authorized by any candidate or candidate's committee,1190,5
Yale Climate Connections,Yale Climate Connections,1188,28
KevinMD.com,MedPage Today,1187,5
SEIU,SEIU,1187,4
All I want is Christmas,These ads ran without a disclaimer,1176,99
Louisiana Chemical Association,the Louisiana Chemical Association,1173,22
In Search of Liberty,In Search of Liberty,1172,7
EnergySure,the EnergySure Coalition,1169,21
Our Health Oregon,Our Health Oregon,1162,6
Liberty University Online Programs,These ads ran without a disclaimer,1154,2
Dysfunctional Veterans,"Dysfunctional Veterans, Inc",1152,6
National Union of Healthcare Workers,National Union of Healthcare Workers,1151,12
Truth About ADF,Friends of Truth About ADF,1148,6
Father Joe's Villages,Father Joe's Villages,1144,20
Oregon Energy Savings,Oregon Energy Savings,1140,2
Northeast Animal Shelter,Northeast Animal Shelter,1132,9
Pelican Institute for Public Policy,Pelican Institute for Public Policy,1131,3
Empower the Journey,Empower the Journey,1128,34
Facing History and Ourselves,Facing History and Ourselves,1125,195
Citymeals on Wheels,Citymeals on Wheels,1121,6
Ricky Rosselló - Gobernador 2016,Comité RR,1121,12
Rise Up Retail,Organization United for Respect,1120,6
RepublicEn,RepublicEn,1120,1
Public for Penn,Public for Penn,1114,43
Appalachian Mountain Club,Appalachian Mountain Club,1110,45
The Commonwealth Fund,"The Commonwealth Fund, a nonpartisan organization",1110,8
Investineducation,Indiana State Teachers Association,1104,19
Chicago Council on Global Affairs,Chicago Council on Global Affairs,1103,4
Democratic Association of Secretaries of State,Democratic Association of Secretaries of State,1094,13
Title Nine,TItle Nine,1094,6
Minnesotans for a Smoke-Free Generation,ClearWay Minnesota,1091,27
Kirk Lepine for Plaquemines Parish President,Kirk Lepine Campaign,1087,6
Nuclear Energy Institute,Nuclear Energy Institute,1085,20
Puerto Rico Securities Lawsuits,"Levin, Papantonio, Thomas, Mitchell, Rafferty & Proctor, P.A",1085,2
Concerned Women For America LAC,CONCERNED WOMEN FOR AMERICA,1084,22
AFT - American Federation of Teachers,"AFT - American Federation of Teachers, not authorized by any candidate or candidates committee.",1084,6
Affordable Medicare,Affordable Medicare,1082,12
American Medical Association (AMA),American Medical Association,1081,3
Bayou Bridge Pipeline Facts,Energy Transfer Partners,1079,4
My Faith Votes,My Faith Votes,1079,45
Illinois Farm Bureau,Illinois Farm Bureau,1077,13
News 13,Spectrum News,1073,2
The Patriotic Mint,Patriotic Mint Inc.,1070,10
Stretch The Truth,Stretch The Truth,1065,44
EnergyBoom,EnergyBoom,1063,23
Free to Be Kids,Free to be Kids,1055,10
Toad&Co,Toad&Co,1054,46
Airbnb Citizen,Airbnb,1053,18
Hirshfield's,Hirshfield's,1051,2
Safe Streets & Second Chances,Safe Streets & Second Chances,1051,9
NYC Commission On Human Rights,City of New York,1047,2
National Coalition of Associations of 7-Eleven Franchisees,The National Coalition of Associations of 7-Eleven Franchisees,1046,19
American Action News,American Action News,1044,3
Lebowski Lovers,Lebowski Lovers,1043,53
John K. Delaney,Friends of John Delaney,1040,5
Dennis Prager,Job Creators Network (“JCN”),1039,2
WhyHunger,WhyHunger,1037,33
Marco Rubio,MARCO RUBIO FOR SENATE,1028,2
Hollywood Village,the Church of Scientology,1019,1
Cold Dead Hands,Cold Dead hands of America,1017,48
Lisa Ann Koon for Chancery Judge,"the committee to elect Lisa Ann Koon for Chancery Judge.  I am Lisa Ann Koon, candidate for Chancery Judge.  Message approved by Lisa Ann Koon.",1015,16
The Beer Institute,The Beer Institute,1015,12
Josh Duhamel,These ads ran without a disclaimer,1011,8
Riverside Energy Experts,Riverside Energy Experts,1011,21
American Bridge,American Bridge 21st Century PAC.,1007,7
Swell Investing,These ads ran without a disclaimer,1007,1
American History TV,C-SPAN,1000,2
Jerry Joyce for Mayor of Chicago,Jerry Joyce for Mayor,1000,3
Family Research Council,Family Research Council,1000,2
Colion Noir,Colion Noir,1000,3
Robert F. Kennedy Human Rights,Robert F. Kennedy Human Rights,1000,2
Retirement Specialty Group,"Retirement Specialty Group, Inc.",1000,7
Jeff Wan,These ads ran without a disclaimer,999,2
Miguel Romero,Comité Miguel Romero,998,8
Moms Demand Action for Gun Sense in America,Everytown for Gun Safety Action Fund,995,18
MoveOn,MoveOn.org Civic Action.,991,400
"Sanford Heisler Sharp, LLP","Sanford Heisler Sharp, LLP",990,8
Boston Scientific,These ads ran without a disclaimer,981,1
Beth Reese,MySolar,976,3
WipeRecord Expungement Lawyers,"WipeRecord, a division of Eastman Meyler, PC",973,12
SEAL PAC,SEAL PAC Supporting Electing American Leaders PAC,970,42
Americans for Tax Reform,Americans for Tax Reform,963,1
The Boeing Company,Boeing,962,2
Giving Brush,Giving Brush LLC,959,39
CheapCaribbean.com,CheapCaribbean,958,5
Osborne for Mayor of Searcy,Kyle Osborne for Mayor,957,5
Axios,Axios Partner,951,20
Energy Consumers of the Carolinas,Energy Consumers of the Carolinas,951,8
International Christian Embassy Jerusalem - USA,The International Christian Embassy Jerusalem,941,90
EmblemHealth,EmblemHealth,930,5
Tom Steyer,Tom Steyer,927,1
Barstool Sports,These ads ran without a disclaimer,920,5
John Catsimatidis,John Catsimatidis,920,6
The Gunbox,The Gunbox - Helping Keep Families and Kids Safe,920,3
Holmes Murphy & Associates,Holmes Murphy & Associates,920,22
The Doe Fund,The Doe Fund,919,2
Howard Jarvis Taxpayers Association,Howard Jarvis Taxpayers Association,917,3
Bingo Bash,These ads ran without a disclaimer,916,6
OneUnited Bank,OneUnited Bank,914,24
Baker Kurrus for Mayor,Baker Kurrus for Mayor,914,21
Heifer International,These ads ran without a disclaimer,912,1
Vaccinate Indiana,Indiana Immunization Coalition,904,3
ChooseChildren,Silicon Valley Community Foundation,904,32
Hoover Institution,Hoover Institution,904,43
"AASA, The School Superintendents Association","AASA, The School Superintendents Association",902,5
Joni Ernst,"Jobs, Opportunity, and New Ideas PAC",900,1
Expect More Arizona,Expect More Arizona,899,4
California Almonds,These ads ran without a disclaimer,895,1
Monterey Bay Aquarium,Monterey Bay Aquarium,893,15
ACLU of Northern California,ACLU of Northern California,892,90
Right Now USA Superpac,Right Now USA,891,3
Tom Woods,Tom Woods,888,2
UNFPA,United Nations Population Fund,888,2
Katherine Clark,Katherine Clark for Congress,885,1
Washington State Health Care Authority,Washington State Health Care Authority,884,32
Planned Parenthood of New York City Action Fund,Planned Parenthood of New York City Action Fund,882,5
"Raising Grades, Lifting Futures","Raising Grades, Lifting Futures",880,10
ReBuild USA,ReBuild USA,877,4
Idaho Resident Energy Savings,Idaho Resident Energy Savings,875,1
American Honey Bee Protection Agency,Epic Honey Co.,874,17
Synovia Solutions,Synovia Solutions,874,13
Tennessee Corn Growers,National Corn Growers Association,874,8
Adobe Premiere Pro,These ads ran without a disclaimer,871,1
Truth in Politics,"Truth In Politics, Inc.",870,1
Heidi Kirk for District 5 School Board,"Heidi Kirk for MISD District 5 Trustee Campaign.",866,10
David McCarty-Court of Appeals,The Committee to Elect David McCarty,865,11
Eurasia Group Foundation,Eurasia Group Foundation,863,8
Donald Trump Dog Poop Bags,Donald Trump Dog Poop Bags,856,3
ARmindsMatter,The STARR Coalition,856,3
Michigan League of Conservation Voters,Michigan League of Conservation Voters,855,10
Vote ANDY,Friends of Andy Stewart and Approved by Candidate,851,39
Pelican Professional,Pelican Products Inc.,851,1
Revolution Organizing,Revolution Organizing,847,13
Gaia,These ads ran without a disclaimer,844,1
Sudan Relief Fund,Sudan Relief Fund Inc.,844,37
Adrian Perkins for Mayor of Shreveport,The Committee to Elect Adrian Perkins for Mayor,841,8
Gery Chico,Gery Chico for Mayor,839,8
Food for the Hungry,Food for the Hungry,839,14
CalmEffect,Calm Effect,839,13
"Matt Allen for Judge, Hinds County Circuit Court, Subdistrict 1",the Committee to Elect Matt Allen,837,4
California Water Service,California Water Service,835,21
The Seniors Center,"The Seniors Center, a project Our Generation, a 501(c)(4) non profit organization.",835,7
2atees1,2atees1,833,23
San Francisco-Marin Food Bank,San Francisco-Marin Food Bank,833,3
Stand for the 2nd Amendment,SFT2 Tactical Supply,831,116
Ohio Clean Energy Jobs Alliance,First Energy Solutions,830,2
Creative Action Network,Creative Action Network,830,15
Bill O'Reilly,Bill O'Reilly Staff,828,5
Equal Justice Initiative,Equal Justice Initiative,827,5
Progress North Carolina Action,Progress North Carolina Action,826,5
Unreasonable,Unreasonable Group,826,73
Re-Elect Mayor Randy Horton,EveryChannel Marketing,825,2
We Can Solve This,The Years Project,820,20
