Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Smart Cities Prevail,Smart Cities Prevail.,1478,21
Total Nerd,Ranker,1475,9
The Alliance for Solar Choice,The Alliance for Solar Choice,1468,14
forestproud,#forestproud,1464,21
AAFAF,AAFAF Puerto Rico,1463,12
The Greater Boston Food Bank,The Greater Boston Food Bank,1453,5
Keep Austin Voting,Austinites for Equity,1449,3
Grow Louisiana Coalition,Grow Louisiana Coalition,1449,31
Catholic Relief Services,Catholic Relief Services,1449,12
AT&T,These ads ran without a disclaimer,1448,1
Moms Demand Action for Gun Sense in America,Everytown for Gun Safety Action Fund,1448,30
Culinary Workers Union Local 226,the Culinary Union,1432,11
NILC Immigrant Justice Fund,NILC Immigrant Justice Fund,1431,1
Goldman Sachs,These ads ran without a disclaimer,1429,10
AACR Foundation,The American Association for Cancer Research (AACR),1427,12
Til Valhalla Project,Til Valhalla Project,1421,45
Right Now MN,Right Now MN,1419,3
Oregon Forests Forever,Paid for by Oregon Forests Forever,1417,7
Access Fund,Access Fund,1416,25
Republicans for the Rule of Law,Republicans for the Rule of Law,1410,3
No Kid Hungry,No Kid Hungry,1405,77
Home Improvement Deals,Home Improvement Deal,1401,14
Goods Unite Us,"Goods Unite Us, Inc.",1400,3
State Representative Carol Alvarado,the Carol Alvarado Campaign,1400,4
North Shore Animal League America,North Shore Animal League America,1396,5
Alzheimer's Association - Northern California and Northern Nevada,Alzheimer's Association,1391,19
GZERO Media,GZERO Media,1390,17
Our Public Lands,The National Wildlife Federation,1387,17
Veterans of Foreign Wars VFW,the Veterans of Foreign Wars (VFW),1375,21
"New Orleans Abortion Fund, Inc.","New Orleans Abortion Fund, Inc.",1363,445
SunShare,SunShare Community Solar,1362,3
Tate Reeves,Friends of Tate Reeves for Mississippi,1360,1
AARP Advocates,AARP,1357,3
Pioneer Seeds,Pioneer Seeds,1350,1
Hillsdale College Online Courses,Hillsdale College,1345,34
ReThink Energy NJ,ReThink Energy New Jersey,1342,37
ScriptSave WellRx,ScriptSave WellRx,1337,5
Choice Regional Health Network,CHOICE Regional Health Network,1330,7
Vera Institute of Justice,Vera Institute of Justice (501c3),1325,24
Respect Our Waters,Respect Our Waters,1322,1
Association of American Educators,Association of American Educators,1319,2
Arati Singh for AISD Trustee,Pd. Pol. Adv. Arati Singh Campaign,1318,1
Independent Women's Voice,Independent Women's Voice,1298,10
Phoenix Rescue Mission,Phoenix Rescue Mission,1297,6
GreaterHalf.com,Greater Half,1297,34
Urban Resource Institute,Urban Resource Institute,1293,9
Rep. Pete Aguilar,official funds authorized by the House of Representatives.,1278,11
Oil Change International,Oil Change International,1277,5
Business Roundtable,Business Roundtable,1276,8
The Brookings Institution,The Brookings Institution,1273,5
Mejores ofertas solares,Mejores ofertas solares,1267,13
The People's PAC,The People's PAC,1267,5
Tee Shirt Palace,Tee Shirt Palace,1263,4
Compassion & Choices - New Jersey,Compassion and Choices New Jersey,1263,28
Energy Transfer,Energy Transfer,1261,3
Protect Our Workers' Earned Retirement Coalition,Protect Our Workers Earned Retirement,1260,2
The Boeing Company,Boeing,1259,2
Steve Bullock,Big Sky Values PAC,1255,8
Illinois Policy,Illinois Policy,1255,12
Open The Books,OpenTheBooks,1254,75
Simple Health,Simple Health,1253,13
Likewise Media,Likewise Media,1250,3
SEIU District 1199,SEIU District 1199 WV-KY-OH,1245,9
USC Suzanne Dworak-Peck School of Social Work,USC School of Social Work,1242,5
Invest in Education IN,Indiana State Teachers Association,1241,103
WorkingNation,WorkingNation,1241,2
Wholesome Culture,These ads ran without a disclaimer,1240,32
BEAST goodr,goodr,1239,2
OneUnited Bank,OneUnited Bank,1237,29
Union Gospel Mission Twin Cities,Union Gospel Mission Twin Cities,1228,26
Build With Strength,Build With Strength,1218,18
Congress of Tomorrow,Democracy Fund Voice.,1217,20
STAND UP Nashville,Stand Up Nashville,1203,6
Freethink,Freethink Media,1200,3
Cityteam,Cityteam,1199,10
New Chapter,New Chapter,1199,6
EMILY's List,EMILY's List,1197,32
Affordable Medicare,Affordable Medicare,1197,7
Solar Rebate,National Solar Rebate,1194,50
Bloomberg Philanthropies,Bloomberg Philanthropies,1193,6
Coalition for Medicare Choices,The Coalition for Medicare Choices,1181,6
Reimagine STL,Reimagine STL,1167,48
Sesame Workshop,Sesame Workshop,1160,16
Community Change,Center for Community Change,1157,7
Better Care for Florida,Better Care for Florida,1153,3
Synovia Solutions,Synovia Solutions,1151,11
RepublicEn,RepublicEn,1150,2
Publicsquare.net,Public Square Net,1147,8
Forward Brown County,Forward Brown County Inc.,1142,2
Our Health Oregon,Our Health Oregon,1140,6
First Liberty,First Liberty Institute,1139,38
Minnesotans for a Smoke-Free Generation,ClearWay Minnesota,1139,27
In Search of Liberty,In Search of Liberty,1139,14
University of Colorado Anschutz Medical Campus,CU Anschutz Medical Campus,1133,22
The Western Journal,The Western Journal,1130,157
Rise Against Hunger,Rise Against Hunger,1128,44
National Union of Healthcare Workers,National Union of Healthcare Workers,1127,5
Link TV,Link TV,1119,12
Colorado Energy Savings,Colorado Energy Savings,1118,2
Michigan Wildlife Council,Michigan Wildlife Council,1117,25
Rise Up Retail,Organization United for Respect,1117,4
Americans for Prosperity - Kentucky,Americans for Prosperity,1110,18
Wisconsin Alliance for Women's Health,the Wisconsin Alliance for Women's Health,1110,58
My Child. My Choice.,My Child. My Choice.,1110,16
Jane Velez-Mitchell,Jane Velez-Mitchell,1104,6
John Cornyn,"Texans for Senator John Cornyn, Inc.",1099,4
Yellow Feather Fund,Sesame Workshop,1093,16
Food for the Hungry,Food for the Hungry,1090,14
Kentucky Power,American Electric Power,1089,1
John F. Kennedy Presidential Library and Museum,the John F. Kennedy Library Foundation,1086,147
We The People - MI,We The People - Michigan,1085,3
"William F. Buckley, Jr. Program at Yale","William F. Buckley, Jr. Program",1080,6
SEIU Local 2015,SEIU Local 2015,1076,5
"The Citizens Foundation, USA",The Citizens Foundation - USA,1074,81
Transport Workers Union (TWU),Transport Workers Union,1073,117
PathWater,PATHWATER - The First Purified Water in a BPA Free Reusable Aluminum Bottle,1071,18
Bayou Bridge Pipeline Facts,Energy Transfer Partners,1069,2
Marco Rubio,MARCO RUBIO FOR SENATE,1066,1
2Tree Bracelets,2Tree Bracelets,1065,15
Eastern Bank,Eastern Bank,1063,3
Stand with Parkland,Stand With Parkland,1060,27
AFSCME,"American Federation of State, County and Municipal Employees",1055,12
Aspiration,Aspiration,1054,4
Solidarity HealthShare,Solidarity HealthShare,1052,3
National Park Foundation,National Park Foundation,1050,8
FINCA,FINCA International,1050,25
American Action News,American Action News,1049,2
NAACP Legal Defense Fund,NAACP Legal Defense Fund,1047,15
United Way of King County,United Way of King County,1046,33
Sam Harris,Sam Harris,1043,1
PennEnvironment,PennEnvironment.,1041,2
The BL Stories,The Beauty of Life,1040,5
Columbia Bank,Columbia Bank,1040,6
National Association of Tax Professionals (NATP),National Association of Tax Professionals,1036,13
Affordable Energy for Kansas,Affordable Energy for Kansas,1035,6
Conservative Tribune,Conservative Tribune,1035,31
Cornell Lab of Ornithology,The Cornell Lab of Ornithology,1033,44
Cold Dead Hands,Cold Dead hands of America,1032,47
David Straz for Mayor,"David Straz for Mayor, Non-Partisan",1029,3
Clean and Healthy New Mexico,Clean and Healthy New Mexico,1029,8
Safe Streets & Second Chances,Safe Streets & Second Chances,1028,9
Tennesseans for Quality Early Education,Tennesseans For Quality Early Education PAC,1023,10
Michigan League of Conservation Voters,Michigan League of Conservation Voters,1020,3
Trump Care 2019,Trump Care 2019,1019,3
Cambria,Cambria,1013,2
American Forests,American Forests,1007,3
Indianapolis Prize,The Indianapolis Prize,1007,114
Michigan Talent Investment Agency,Michigan Talent Investment Agency,1006,2
Commonwealth Foundation,The Commonwealth Foundation,1006,2
Craig Huey,Craig Huey,1002,15
Asian & Pacific Islander American Health Forum (APIAHF),Asian & Pacific Islander American Health Forum,1001,6
Cheddar Live,Cheddar,1000,4
Californians for Safety and Justice,Californians for Safety and Justice,1000,26
Ours To Change Mississippi,Ours to Change,998,3
PCCC - BoldProgressives.org,the Progressive Change Campaign Committee PAC and not authorized by any candidate or candidate's committee. Contributions to the PCCC are not deductible as charitable contributions for federal income tax purposes.,994,39
Free Press Action Fund,Free Press Action Fund,991,6
The Arc of the United States,The Arc,990,18
Unfit: The Documentary Film,#Unfit,989,26
Concerned Veterans for America Foundation,Concerned Veterans for America Foundation,987,27
American Humane,American Humane,984,34
SAMMinistries-Overcoming Homelessness,SAMMinistries,983,6
The Community FoodBank of New Jersey,Community FoodBank of New Jersey,980,42
The Commonwealth Fund,"The Commonwealth Fund, a nonpartisan organization",979,11
Democratic Climate Action,Democratic Climate Action – a project of the Democratic Governors Association.,977,2
"Jorge “JD” Delgado for Laredo College Board of Trustee, Place 4","Julio L. Delgado, Treasurer:  Vote 4 Jorge ""JD"" Delgado for Laredo College Board of Trustees, Place 4 Campaign",975,3
The International Fellowship of Christians and Jews,The International Fellowship of Christians and Jews,973,136
New American Road Trip,Purpose,973,4
Speak Up For Education and Kids,the National Education Association,971,50
Friends of Manufacturing,Friends of Manufacturing,971,16
Austin Firefighters Association,Austin Firefighters Association PAC,959,4
GMO Answers,GMO Answers,957,1
Farm Credit,Farm Credit Council,957,101
Focus Texas,Focus Texas,957,49
ACLU of Northern California,ACLU of Northern California,954,52
Hoover Institution,Hoover Institution,954,40
Voters - Not Politicians,"Voters Not Politicians | PO Box 8362 Grand Rapids, MI 49518",953,49
Earthjustice,Earthjustice,952,12
Carolina Clean Energy Group,Carolina Clean Energy Group,951,3
Texas General Land Office,Texas General Land Office,946,11
Yale Climate Connections,Yale Climate Connections,946,28
Association of American Railroads,Association of American Railroads,939,12
Need To Impeach,Tom Steyer,938,2
The Beer Institute,The Beer Institute,937,16
G.I. Jobs Magazine,G.I. Jobs Magazine,935,17
U.S. Chamber of Commerce,U.S. Chamber of Commerce,931,13
The Sam Bernstein Law Firm,The Sam Bernstein Law Firm,931,3
Innocence Project,The Innocence Project,929,27
CNSNews.com,Media Research Center,928,6
SunSource Homes,SunSource,926,1
Blumenthal Performing Arts,Blumenthal Performing Arts,922,8
Shore Buddies,Shore Buddies,917,17
American History TV,C-SPAN,916,5
BookTV,C-SPAN,912,4
Save MI City,SaveMICity,908,15
The Salvation Army USA,These ads ran without a disclaimer,908,1
Stephanie Gharakhanian For ACC,Stephanie Gharakhanian Campaign,905,9
Nicholas J. Sacco,Nick Sacco for Mayor,904,2
Howard Jarvis Taxpayers Association,Howard Jarvis Taxpayers Association,904,3
Northeast Animal Shelter,Northeast Animal Shelter,904,5
Congressman Steven Palazzo,the Office of Congressman Steven Palazzo,895,2
"Raising Grades, Lifting Futures","Raising Grades, Lifting Futures",890,10
World Animal Protection USA,World Animal Protection,887,24
Washington State Health Care Authority,Washington State Health Care Authority,883,32
Congressman Dan Kildee,the Office of Rep. Dan Kildee,875,11
Trumpy Bear,"Exceptional Products, Inc. marketer of Trumpy Bear",873,18
Children's Defense Fund,Children's Defense Fund,869,39
American Honey Bee Protection Agency,Epic Honey Co.,868,17
Missouri Health Matters,Missouri Health Matters,866,2
Revolution Organizing,Revolution Organizing,861,26
Funny Or Die,Funny Or Die,854,2
Oregon Family Council,Oregon Family Council,853,6
National Coalition of Associations of 7-Eleven Franchisees,The National Coalition of Associations of 7-Eleven Franchisees,850,7
Missouri Foundation for Health (MFH),Missouri Foundation for Health,843,3
Texas Association of School Boards,Texas Association of School Boards,841,14
MRCTV,Media Research Center,839,4
NewsBusters.org,Media Research Center,838,3
Communities In Schools,Communities In Schools,838,12
TruLakes,TruOcean,833,9
American Bridge,American Bridge 21st Century PAC.,833,10
Kansans for Energy Options,American Policy Advocates,831,5
Wellness.com,"Beachside Media, Inc.",830,72
Neverthirst,Neverthirst,826,5
Paycheckology,Paycheckology,825,9
Alpha Elite,Alpha Elite,825,433
Big Cat Rescue,Big Cat Rescue,825,4
TIDAL,Tidal,824,1
LaunchGood,LaunchGood,824,23
Center for American Progress,the Center for American Progress,824,3
Ed Markey,The Markey Committee,823,7
Klean Kanteen,Klean Kanteen,818,8
2atees1,2atees1,818,43
Charters for Change,Elevate Chicago,817,6
Roaming Bison Wind,Roaming Bison Wind,815,52
Michigan Recycling Partnership,MI Soft Drink Association,812,1
Minnesota Department of Health,Minnesota Department of Health,812,4
VOTEPROCHOICE,#VOTEPROCHOICE,811,43
Gleaners Food Bank of Indiana Inc.,Gleaners Food Bank of Indiana,806,2
UPROXX,UPROXX,804,3
60 Plus,60 Plus,799,11
Wisconsin Right to Life,Wisconsin Right to Life,797,4
Clean Energy Educators,Clean Energy Educators,790,2
Greg Laurie,Harvest Christian Fellowship,788,1
Interstate Natural Gas Association of America,Interstate Natural Gas Association of America,787,6
Coalition for Future Mobility,Coalition for Future Mobility,784,12
Sudan Relief Fund,Sudan Relief Fund Inc.,783,32
Patriot Powered Products,Patriot Powered Products and Publications,781,45
Nancy Pelosi,Nancy Pelosi for Congress,780,4
Commune,Commune,775,19
Jorge “JD” Delgado for Laredo College Board of Trustees Place 4,"Julio L. Delgado, Treasurer:  Vote 4 Jorge ""JD"" Delgado for Laredo College Board of Trustees, Place 4 Campaign",775,2
Here TV,Here TV,773,6
McDonald's,These ads ran without a disclaimer,771,1
Robert Reich,Inequality Media,770,1
Boston Rescue Mission,Boston Rescue Mission,769,6
Michigan Council for Maternal and Child Health,Michigan Council for Maternal and Child Health,769,6
Follow Your Legend,Follow Your Legend,767,5
Rainforest Action Network,Rainforest Action Network,767,48
Clearwater Marine Aquarium,Clearwater Marine Aquarium,762,3
AARP AAPI Community,AARP,762,1
The Years Project,The Years Project,759,92
Retirement Education Foundation,Retirement Education Foundation,757,3
Supervisor Joseph Saladino,Citizens for Saladino,755,4
Clarion Project,Clarion Project,754,15
We Raise Foundation,We Raise Foundation,750,22
Partnership for Working Families,Partnership for Working Families,745,17
92nd Street Y,92nd Street Y,745,22
All Pro Dad,Indiana Department of Child Services,736,8
Free the Slaves,Free the Slaves,734,6
Creative Action Network,Creative Action Network,734,2
MoveOn,MoveOn.org Civic Action.,733,229
PrintedKicks,PrintedKicks,732,135
Pennsylvania State Treasurer Joe Torsella,philanthropic dollars.,732,7
Nano Hearing Aids,Nano Hearing Aids,731,10
350.org,350,728,15
UPROXX News,UPROXX,726,8
Coverage of the Trump Presidency by The Epoch Times,The Epoch Times,722,14
Love Justice International,Love Justice International NGO,717,4
Alley Cat Allies,Alley Cat Allies,716,4
Conservative Christmas,Conservative Christmas,714,33
The Palestine Institute for Public Diplomacy,The Palestine Institute for Public Diplomacy,711,6
Smarter Faster,Axios Partner,705,7
Independentwomensforum,Independent Women's Forum,704,2
Darkness to Light,Darkness to Light.,704,124
Recycle Cartons,Paid for by Carton Council,703,4
T-Mobile Workers United (TU),T-Mobile Workers United,700,5
The Heritage Foundation,The Heritage Foundation,700,4
Michael Medved,Citizens for Truth in Drug Pricing,698,3
Make Penny Stocks Great Again,Link Media,698,1
